pse_id,time_id,reg_id
1,1,856
1,2,760
1,3,564
1,4,503
1,5,2
1,6,2
1,7,3
1,8,101
1,9,105
1,10,167
1,11,167
1,12,199
1,13,102
1,14,294
1,15,424
1,16,436
1,17,471
1,18,874
1,19,589
1,20,526
1,21,396
1,22,303
1,23,428
1,24,904
1,25,424
1,26,551
1,27,616
1,28,584
1,29,680
1,30,682
1,31,746
1,32,715
1,33,811
1,34,779
1,35,747
2,1,193
2,2,355
2,3,425
2,4,468
2,5,505
2,6,440
2,7,465
2,8,432
2,9,429
2,10,397
2,11,390
2,12,387
2,13,290
2,14,257
2,15,974
2,16,843
2,17,681
2,18,456
2,19,875
2,20,942
2,21,479
2,22,303
2,23,37
2,24,2
2,25,507
2,26,441
2,27,502
2,28,436
2,29,467
2,30,400
2,31,426
2,32,455
2,33,486
2,34,391
2,35,422
3,1,249
3,2,150
3,3,246
3,4,245
3,5,338
3,6,271
3,7,301
3,8,237
3,9,203
3,10,137
3,11,170
3,12,168
3,13,170
3,14,273
3,15,271
3,16,305
3,17,247
3,18,101
3,19,36
3,20,35
3,21,7
3,22,35
3,23,693
3,24,272
3,25,271
3,26,434
3,27,499
3,28,596
3,29,660
3,30,756
3,31,821
3,32,982
3,33,3
3,34,2
3,35,573
4,1,479
4,2,478
4,3,475
4,4,409
4,5,376
4,6,305
4,7,237
4,8,136
4,9,101
4,10,165
4,11,166
4,12,134
4,13,168
4,14,263
4,15,295
4,16,327
4,17,327
4,18,327
4,19,508
4,20,444
4,21,410
4,22,342
4,23,376
4,24,306
4,25,452
4,26,584
4,27,649
4,28,616
4,29,647
4,30,617
4,31,584
4,32,614
4,33,616
4,34,585
4,35,646
5,1,386
5,2,354
5,3,386
5,4,418
5,5,418
5,6,450
5,7,420
5,8,418
5,9,389
5,10,483
5,11,420
5,12,388
5,13,356
5,14,421
5,15,454
5,16,421
5,17,40
5,18,134
5,19,232
5,20,391
5,21,552
5,22,681
5,23,745
5,24,809
5,25,682
5,26,553
5,27,359
5,28,359
5,29,263
5,30,105
5,31,960
5,32,633
5,33,100
5,34,99
5,35,227
6,1,258
6,2,289
6,3,392
6,4,488
