pse_id,time_id,reg_id
1,1,248
1,2,964
1,3,222
1,4,510
1,5,841
1,6,734
1,7,723
1,8,451
1,9,773
1,10,943
1,11,451
1,12,540
1,13,67
1,14,401
1,15,479
1,16,917
1,17,114
1,18,749
1,19,559
1,20,621
1,21,30
1,22,150
1,23,290
1,24,4
1,25,686
1,26,892
1,27,561
1,28,557
1,29,631
1,30,309
1,31,375
1,32,589
1,33,829
1,34,206
1,35,335
2,1,536
2,2,258
2,3,490
2,4,409
2,5,617
2,6,967
2,7,847
2,8,382
2,9,135
2,10,138
2,11,650
2,12,306
2,13,170
2,14,610
2,15,702
2,16,785
2,17,703
2,18,229
2,19,896
2,20,634
2,21,115
2,22,299
2,23,307
2,24,546
2,25,811
2,26,560
2,27,55
2,28,950
2,29,53
2,30,418
2,31,533
2,32,784
2,33,343
2,34,177
2,35,448
3,1,956
3,2,122
3,3,670
3,4,172
3,5,816
3,6,264
3,7,715
3,8,643
3,9,733
3,10,256
3,11,517
3,12,350
3,13,184
3,14,486
3,15,935
3,16,581
3,17,645
3,18,562
3,19,46
3,20,890
3,21,127
3,22,755
3,23,463
3,24,728
3,25,882
3,26,714
3,27,875
3,28,499
3,29,93
3,30,387
3,31,195
3,32,782
3,33,713
3,34,593
3,35,788
4,1,640
4,2,843
4,3,800
4,4,522
4,5,622
4,6,289
4,7,959
4,8,632
4,9,416
4,10,51
4,11,107
4,12,455
4,13,24
4,14,296
4,15,220
4,16,227
4,17,198
4,18,860
4,19,478
4,20,557
4,21,595
4,22,96
4,23,65
4,24,1011
4,25,290
4,26,145
4,27,19
4,28,892
4,29,177
4,30,175
4,31,382
4,32,186
4,33,452
4,34,593
4,35,857
5,1,33
5,2,8
5,3,367
5,4,31
5,5,530
5,6,3
5,7,493
5,8,386
5,9,981
5,10,57
5,11,66
5,12,870
5,13,815
5,14,959
5,15,80
5,16,635
5,17,527
5,18,329
5,19,626
5,20,941
5,21,63
5,22,675
5,23,291
5,24,415
5,25,871
5,26,124
5,27,863
5,28,413
5,29,1008
5,30,941
5,31,417
5,32,304
5,33,226
5,34,222
5,35,788
6,1,804
6,2,671
6,3,576
6,4,422
6,5,327
6,6,293
6,7,303
6,8,700
6,9,781
6,10,612
6,11,228
6,12,198
6,13,785
6,14,1003
6,15,16
6,16,254
6,17,812
6,18,737
6,19,251
6,20,569
6,21,600
6,22,738
6,23,475
6,24,415
6,25,316
6,26,244
6,27,94
6,28,662
6,29,686
6,30,704
6,31,3
6,32,448
6,33,125
6,34,539
6,35,1004
7,1,578
7,2,893
7,3,26
7,4,408
7,5,260
7,6,150
7,7,5
7,8,70
7,9,68
7,10,771
7,11,854
7,12,271
7,13,741
7,14,220
7,15,643
7,16,790
7,17,791
7,18,770
7,19,685
7,20,561
7,21,666
7,22,731
7,23,324
7,24,687
7,25,716
7,26,312
7,27,844
7,28,70
7,29,86
7,30,342
7,31,979
7,32,389
7,33,174
7,34,530
7,35,846
8,1,260
8,2,84
8,3,752
8,4,762
8,5,379
8,6,188
8,7,526
8,8,95
8,9,798
8,10,488
8,11,985
8,12,111
8,13,715
8,14,823
8,15,745
8,16,472
8,17,559
8,18,629
8,19,60
8,20,1020
8,21,260
8,22,658
8,23,129
8,24,171
8,25,502
8,26,295
8,27,517
8,28,104
8,29,429
8,30,274
8,31,595
8,32,175
8,33,986
8,34,557
8,35,718
9,1,722
9,2,886
9,3,801
9,4,442
9,5,966
9,6,259
9,7,47
9,8,99
9,9,205
9,10,552
9,11,229
9,12,856
9,13,9
9,14,764
9,15,993
9,16,273
9,17,638
9,18,732
9,19,334
9,20,443
9,21,753
9,22,134
9,23,147
9,24,384
9,25,233
9,26,314
9,27,154
9,28,98
9,29,938
9,30,354
9,31,579
9,32,560
9,33,461
9,34,765
9,35,339
10,1,764
10,2,499
10,3,872
10,4,138
10,5,26
10,6,248
10,7,39
10,8,908
10,9,894
10,10,870
10,11,196
10,12,87
10,13,537
10,14,653
10,15,140
10,16,795
10,17,548
10,18,237
10,19,891
10,20,650
10,21,116
10,22,731
10,23,558
10,24,1012
10,25,287
10,26,426
10,27,537
10,28,102
10,29,227
10,30,742
10,31,905
10,32,804
10,33,892
10,34,336
10,35,271
11,1,865
11,2,1002
11,3,990
11,4,344
11,5,949
11,6,136
11,7,963
11,8,45
11,9,419
11,10,864
11,11,744
11,12,739
11,13,283
11,14,431
11,15,604
11,16,398
11,17,519
11,18,554
11,19,845
11,20,743
11,21,677
11,22,36
11,23,159
11,24,908
11,25,784
11,26,185
11,27,66
11,28,166
11,29,858
11,30,997
11,31,774
11,32,803
11,33,29
11,34,896
11,35,697
12,1,822
12,2,72
12,3,577
12,4,877
12,5,969
12,6,235
12,7,382
12,8,735
12,9,63
12,10,55
12,11,767
12,12,202
12,13,1010
12,14,5
12,15,552
12,16,220
12,17,716
12,18,692
12,19,4
12,20,812
12,21,162
12,22,966
12,23,798
12,24,84
12,25,165
12,26,386
12,27,675
12,28,584
12,29,523
12,30,671
12,31,792
12,32,692
12,33,1016
12,34,226
12,35,5
13,1,559
13,2,179
13,3,891
13,4,898
13,5,308
13,6,652
13,7,239
13,8,797
13,9,1001
13,10,657
13,11,488
13,12,72
13,13,630
13,14,423
13,15,927
13,16,182
13,17,236
13,18,686
13,19,964
13,20,834
13,21,584
13,22,723
13,23,17
13,24,534
13,25,58
13,26,695
13,27,504
13,28,658
13,29,490
13,30,300
13,31,548
13,32,816
13,33,569
13,34,112
13,35,520
14,1,302
14,2,256
14,3,949
14,4,387
14,5,133
14,6,524
14,7,900
14,8,609
14,9,928
14,10,410
14,11,210
14,12,287
14,13,681
14,14,917
14,15,17
14,16,63
14,17,955
14,18,473
14,19,550
14,20,244
14,21,714
14,22,214
14,23,788
14,24,230
14,25,14
14,26,365
14,27,175
14,28,1
14,29,807
14,30,930
14,31,130
14,32,870
14,33,282
14,34,266
14,35,755
15,1,382
15,2,578
15,3,531
15,4,58
15,5,478
15,6,292
15,7,417
15,8,8
15,9,991
15,10,934
15,11,466
15,12,174
15,13,367
15,14,305
15,15,296
15,16,809
15,17,146
15,18,661
15,19,608
15,20,261
15,21,993
15,22,509
15,23,501
15,24,185
15,25,717
15,26,458
15,27,371
15,28,350
15,29,15
15,30,108
15,31,178
15,32,88
15,33,130
15,34,155
15,35,6
16,1,521
16,2,187
16,3,396
16,4,795
16,5,81
16,6,255
16,7,637
16,8,291
16,9,1002
16,10,17
16,11,890
16,12,844
16,13,624
16,14,964
16,15,725
16,16,946
16,17,1008
16,18,916
16,19,201
16,20,827
16,21,695
16,22,319
16,23,596
16,24,918
16,25,300
16,26,759
16,27,878
16,28,248
16,29,722
16,30,870
16,31,870
16,32,112
16,33,200
16,34,147
16,35,764
17,1,119
17,2,1008
17,3,734
17,4,1004
17,5,896
17,6,20
17,7,816
17,8,340
17,9,6
17,10,1014
17,11,76
17,12,903
17,13,206
17,14,959
17,15,436
17,16,420
17,17,563
17,18,713
17,19,308
17,20,614
17,21,676
17,22,136
17,23,4
17,24,482
17,25,804
17,26,115
17,27,883
17,28,50
17,29,376
17,30,643
17,31,817
17,32,478
17,33,481
17,34,780
17,35,1008
18,1,953
18,2,935
18,3,237
18,4,271
18,5,175
18,6,777
18,7,596
18,8,940
18,9,466
18,10,453
18,11,377
18,12,973
18,13,73
18,14,383
18,15,994
18,16,1019
