pse_id,time_id,reg_id
1,1,580
1,2,517
1,3,422
1,4,833
1,5,365
1,6,739
1,7,483
1,8,139
1,9,406
1,10,366
1,11,366
1,12,406
1,13,366
1,14,366
1,15,533
1,16,501
1,17,120
1,18,843
1,19,437
1,20,324
1,21,432
1,22,430
1,23,749
1,24,425
1,25,888
1,26,389
1,27,390
1,28,570
1,29,545
1,30,473
1,31,473
1,32,801
1,33,808
1,34,306
1,35,306
2,1,285
2,2,316
2,3,316
2,4,315
2,5,315
2,6,346
2,7,935
2,8,442
2,9,429
2,10,510
2,11,338
2,12,602
2,13,635
2,14,846
2,15,194
2,16,927
2,17,291
2,18,323
2,19,390
2,20,425
2,21,307
2,22,86
2,23,754
2,24,528
2,25,636
2,26,830
2,27,194
2,28,812
2,29,626
2,30,2
2,31,40
2,32,1002
2,33,165
2,34,997
2,35,428
3,1,2
3,2,3
3,3,37
3,4,70
3,5,71
3,6,3
3,7,428
3,8,714
3,9,94
3,10,481
3,11,421
3,12,425
3,13,396
3,14,303
3,15,209
3,16,69
3,17,602
3,18,632
3,19,830
3,20,928
3,21,210
3,22,666
3,23,545
3,24,513
3,25,449
3,26,995
3,27,735
3,28,218
3,29,428
3,30,491
3,31,451
3,32,450
3,33,513
3,34,23
3,35,702
4,1,412
4,2,967
4,3,378
4,4,849
4,5,505
4,6,713
4,7,537
4,8,505
4,9,473
4,10,441
4,11,409
4,12,750
4,13,378
4,14,629
4,15,741
4,16,912
4,17,315
4,18,263
4,19,743
4,20,167
4,21,134
4,22,356
4,23,102
4,24,102
4,25,102
4,26,302
4,27,303
4,28,329
4,29,875
4,30,953
4,31,34
4,32,376
4,33,174
4,34,737
4,35,605
5,1,143
5,2,177
5,3,515
5,4,392
5,5,305
5,6,274
5,7,242
5,8,209
5,9,176
5,10,176
5,11,174
5,12,315
5,13,505
5,14,22
5,15,136
5,16,539
5,17,715
5,18,220
5,19,42
5,20,484
5,21,640
5,22,249
5,23,184
5,24,789
5,25,902
5,26,185
5,27,230
5,28,113
5,29,841
5,30,940
5,31,4
5,32,1
5,33,92
5,34,385
5,35,363
6,1,750
6,2,308
6,3,276
6,4,465
6,5,409
6,6,757
6,7,479
6,8,38
6,9,79
6,10,796
6,11,374
6,12,871
6,13,824
6,14,192
6,15,203
6,16,169
6,17,407
6,18,233
6,19,493
6,20,334
6,21,236
6,22,820
6,23,306
6,24,950
6,25,277
6,26,246
6,27,247
6,28,184
6,29,1008
6,30,425
6,31,216
6,32,973
6,33,307
6,34,268
6,35,216
7,1,909
7,2,16
7,3,958
7,4,443
7,5,443
7,6,697
7,7,758
7,8,442
7,9,451
7,10,189
7,11,809
7,12,263
7,13,540
7,14,389
7,15,605
7,16,552
7,17,584
7,18,616
7,19,681
7,20,697
7,21,77
7,22,132
7,23,27
7,24,685
7,25,421
7,26,775
7,27,216
7,28,717
7,29,153
7,30,773
7,31,122
7,32,791
7,33,91
7,34,703
7,35,83
8,1,10
8,2,194
8,3,561
8,4,173
8,5,600
8,6,634
8,7,779
8,8,21
8,9,675
8,10,239
8,11,815
8,12,376
8,13,622
8,14,28
8,15,188
8,16,253
8,17,246
8,18,81
8,19,366
8,20,224
8,21,896
8,22,96
8,23,575
8,24,541
8,25,537
8,26,537
8,27,537
8,28,796
8,29,540
8,30,541
8,31,542
8,32,104
8,33,159
8,34,243
8,35,607
9,1,898
9,2,808
9,3,641
9,4,919
9,5,803
9,6,406
9,7,349
9,8,970
9,9,488
9,10,456
9,11,423
9,12,782
9,13,421
9,14,924
