pse_id,time_id,reg_id
1,1,453
1,2,23
1,3,480
1,4,937
1,5,657
1,6,887
1,7,497
1,8,814
1,9,431
1,10,430
1,11,650
1,12,428
1,13,332
1,14,389
1,15,290
1,16,42
1,17,410
1,18,662
1,19,622
1,20,717
1,21,311
1,22,917
1,23,836
1,24,609
1,25,557
1,26,221
1,27,410
1,28,249
1,29,844
1,30,532
1,31,87
1,32,440
1,33,442
1,34,232
1,35,295
2,1,259
2,2,325
2,3,327
2,4,1020
2,5,499
2,6,677
2,7,730
2,8,431
2,9,257
2,10,872
2,11,779
2,12,505
2,13,972
2,14,535
2,15,415
2,16,414
2,17,788
2,18,146
2,19,529
2,20,427
2,21,559
2,22,113
2,23,1004
2,24,837
2,25,555
2,26,738
2,27,755
2,28,922
2,29,476
2,30,309
2,31,778
2,32,550
2,33,444
2,34,528
2,35,448
3,1,787
3,2,483
3,3,300
3,4,345
3,5,927
3,6,3
3,7,440
3,8,508
3,9,893
3,10,393
3,11,612
3,12,97
3,13,117
3,14,336
3,15,65
3,16,60
3,17,276
3,18,382
3,19,606
3,20,309
3,21,350
3,22,218
3,23,575
3,24,269
3,25,506
3,26,819
3,27,403
3,28,1023
3,29,426
3,30,332
3,31,31
3,32,827
3,33,477
3,34,542
3,35,229
4,1,319
4,2,621
4,3,30
4,4,698
4,5,914
4,6,757
4,7,909
4,8,113
4,9,973
4,10,553
4,11,243
4,12,870
4,13,390
4,14,391
4,15,32
4,16,966
4,17,390
4,18,422
4,19,257
4,20,322
4,21,636
4,22,5
4,23,589
4,24,356
4,25,493
4,26,110
4,27,595
4,28,363
4,29,607
4,30,621
4,31,419
4,32,21
4,33,802
4,34,107
4,35,17
5,1,794
5,2,975
5,3,653
5,4,338
5,5,521
5,6,490
5,7,894
5,8,668
5,9,71
5,10,503
5,11,137
5,12,244
5,13,457
5,14,305
5,15,720
5,16,404
5,17,351
5,18,777
5,19,626
5,20,545
5,21,97
5,22,419
5,23,195
5,24,390
5,25,929
5,26,600
5,27,392
5,28,777
5,29,394
