pse_id,time_id,reg_id
1,1,353
1,2,1010
1,3,303
1,4,225
1,5,32
1,6,43
1,7,1
1,8,32
1,9,1024
1,10,1024
1,11,544
1,12,1024
1,13,1
1,14,656
1,15,722
1,16,107
1,17,1
1,18,988
1,19,833
1,20,204
1,21,576
1,22,1024
1,23,32
1,24,647
1,25,32
1,26,1007
1,27,15
1,28,416
1,29,640
1,30,32
1,31,1020
1,32,993
1,33,1
1,34,996
1,35,577
2,1,1
2,2,1
2,3,1024
2,4,1024
2,5,32
2,6,1011
2,7,1
2,8,352
2,9,81
2,10,993
2,11,1
2,12,5
2,13,1
2,14,1024
2,15,1024
2,16,23
2,17,545
2,18,33
2,19,1024
2,20,3
2,21,1017
2,22,1024
2,23,993
2,24,1024
2,25,30
2,26,833
2,27,225
2,28,192
2,29,7
2,30,1024
2,31,998
2,32,992
2,33,1003
2,34,1024
2,35,1
3,1,27
3,2,512
3,3,32
3,4,371
3,5,1024
3,6,27
3,7,1
3,8,564
3,9,32
3,10,1024
3,11,1022
3,12,128
3,13,32
3,14,535
3,15,993
3,16,1000
3,17,993
3,18,544
3,19,23
3,20,1015
3,21,704
3,22,993
3,23,32
3,24,833
3,25,1024
3,26,33
3,27,1024
3,28,2
3,29,32
3,30,1024
3,31,1024
3,32,128
3,33,993
3,34,1
3,35,1008
4,1,1024
4,2,160
4,3,1024
4,4,288
4,5,546
4,6,1024
4,7,1010
4,8,1010
4,9,993
4,10,993
4,11,17
4,12,24
4,13,1024
4,14,32
4,15,993
4,16,993
4,17,998
4,18,993
4,19,993
4,20,993
4,21,1024
4,22,1
4,23,32
4,24,1
4,25,32
4,26,32
4,27,545
4,28,1
4,29,1
4,30,1006
4,31,6
4,32,23
4,33,736
4,34,1024
4,35,993
5,1,1
5,2,512
5,3,961
5,4,26
5,5,993
5,6,33
5,7,32
5,8,737
5,9,32
5,10,449
5,11,1
5,12,32
5,13,635
5,14,1001
5,15,960
5,16,3
5,17,993
5,18,993
5,19,321
5,20,801
5,21,1
5,22,321
5,23,993
5,24,864
5,25,28
5,26,1
5,27,1024
5,28,1
5,29,32
5,30,302
5,31,1024
5,32,18
5,33,32
5,34,256
5,35,885
6,1,1
6,2,1024
6,3,737
6,4,961
6,5,911
6,6,1003
6,7,15
6,8,11
6,9,993
6,10,481
6,11,32
6,12,993
6,13,225
6,14,321
6,15,1
6,16,10
6,17,32
6,18,1
6,19,289
6,20,352
6,21,32
6,22,32
6,23,32
6,24,1024
6,25,545
6,26,9
6,27,1017
6,28,1
6,29,309
6,30,1024
6,31,18
6,32,32
6,33,32
6,34,1024
6,35,31
7,1,32
7,2,993
7,3,993
7,4,1024
7,5,1024
7,6,672
7,7,32
7,8,64
7,9,1
7,10,2
7,11,29
7,12,8
7,13,5
