reg_id,y_id,x_id,y(center),x(center),hospital
1,1,1,35.6515625,139.68187500000002,0
2,1,2,35.6515625,139.68562500000002,1
3,1,3,35.6515625,139.689375,0
4,1,4,35.6515625,139.693125,0
5,1,5,35.6515625,139.696875,0
6,1,6,35.6515625,139.70062500000003,0
7,1,7,35.6515625,139.70437500000003,0
8,1,8,35.6515625,139.70812500000002,0
9,1,9,35.6515625,139.71187500000002,0
10,1,10,35.6515625,139.71562500000002,0
11,1,11,35.6515625,139.719375,0
12,1,12,35.6515625,139.723125,0
13,1,13,35.6515625,139.72687500000004,0
14,1,14,35.6515625,139.73062500000003,0
15,1,15,35.6515625,139.73437500000003,0
16,1,16,35.6515625,139.73812500000003,0
17,1,17,35.6515625,139.74187500000002,0
18,1,18,35.6515625,139.74562500000002,0
19,1,19,35.6515625,139.74937500000001,0
20,1,20,35.6515625,139.753125,0
21,1,21,35.6515625,139.756875,0
22,1,22,35.6515625,139.76062500000003,0
23,1,23,35.6515625,139.76437500000003,0
24,1,24,35.6515625,139.76812500000003,0
25,1,25,35.6515625,139.77187500000002,0
26,1,26,35.6515625,139.77562500000002,0
27,1,27,35.6515625,139.77937500000002,0
28,1,28,35.6515625,139.783125,0
29,1,29,35.6515625,139.78687500000004,0
30,1,30,35.6515625,139.79062500000003,0
31,1,31,35.6515625,139.79437500000003,0
32,1,32,35.6515625,139.79812500000003,0
33,2,1,35.654687499999994,139.68187500000002,0
34,2,2,35.654687499999994,139.68562500000002,0
35,2,3,35.654687499999994,139.689375,0
36,2,4,35.654687499999994,139.693125,0
37,2,5,35.654687499999994,139.696875,0
38,2,6,35.654687499999994,139.70062500000003,0
39,2,7,35.654687499999994,139.70437500000003,0
40,2,8,35.654687499999994,139.70812500000002,0
41,2,9,35.654687499999994,139.71187500000002,0
42,2,10,35.654687499999994,139.71562500000002,0
43,2,11,35.654687499999994,139.719375,1
44,2,12,35.654687499999994,139.723125,0
45,2,13,35.654687499999994,139.72687500000004,0
46,2,14,35.654687499999994,139.73062500000003,0
47,2,15,35.654687499999994,139.73437500000003,0
48,2,16,35.654687499999994,139.73812500000003,0
49,2,17,35.654687499999994,139.74187500000002,0
50,2,18,35.654687499999994,139.74562500000002,1
51,2,19,35.654687499999994,139.74937500000001,0
52,2,20,35.654687499999994,139.753125,0
53,2,21,35.654687499999994,139.756875,0
54,2,22,35.654687499999994,139.76062500000003,0
55,2,23,35.654687499999994,139.76437500000003,0
56,2,24,35.654687499999994,139.76812500000003,0
57,2,25,35.654687499999994,139.77187500000002,0
58,2,26,35.654687499999994,139.77562500000002,0
59,2,27,35.654687499999994,139.77937500000002,0
60,2,28,35.654687499999994,139.783125,0
61,2,29,35.654687499999994,139.78687500000004,0
62,2,30,35.654687499999994,139.79062500000003,0
63,2,31,35.654687499999994,139.79437500000003,0
64,2,32,35.654687499999994,139.79812500000003,0
65,3,1,35.6578125,139.68187500000002,0
66,3,2,35.6578125,139.68562500000002,0
67,3,3,35.6578125,139.689375,0
68,3,4,35.6578125,139.693125,0
69,3,5,35.6578125,139.696875,0
70,3,6,35.6578125,139.70062500000003,0
71,3,7,35.6578125,139.70437500000003,0
72,3,8,35.6578125,139.70812500000002,0
73,3,9,35.6578125,139.71187500000002,0
74,3,10,35.6578125,139.71562500000002,0
75,3,11,35.6578125,139.719375,0
76,3,12,35.6578125,139.723125,0
77,3,13,35.6578125,139.72687500000004,0
78,3,14,35.6578125,139.73062500000003,0
79,3,15,35.6578125,139.73437500000003,0
80,3,16,35.6578125,139.73812500000003,0
81,3,17,35.6578125,139.74187500000002,0
82,3,18,35.6578125,139.74562500000002,0
83,3,19,35.6578125,139.74937500000001,0
84,3,20,35.6578125,139.753125,0
85,3,21,35.6578125,139.756875,0
86,3,22,35.6578125,139.76062500000003,0
87,3,23,35.6578125,139.76437500000003,0
88,3,24,35.6578125,139.76812500000003,0
89,3,25,35.6578125,139.77187500000002,0
90,3,26,35.6578125,139.77562500000002,0
91,3,27,35.6578125,139.77937500000002,0
92,3,28,35.6578125,139.783125,0
93,3,29,35.6578125,139.78687500000004,0
94,3,30,35.6578125,139.79062500000003,0
95,3,31,35.6578125,139.79437500000003,0
96,3,32,35.6578125,139.79812500000003,0
97,4,1,35.660937499999996,139.68187500000002,0
98,4,2,35.660937499999996,139.68562500000002,0
99,4,3,35.660937499999996,139.689375,0
100,4,4,35.660937499999996,139.693125,0
101,4,5,35.660937499999996,139.696875,0
102,4,6,35.660937499999996,139.70062500000003,0
103,4,7,35.660937499999996,139.70437500000003,0
104,4,8,35.660937499999996,139.70812500000002,0
105,4,9,35.660937499999996,139.71187500000002,0
106,4,10,35.660937499999996,139.71562500000002,0
107,4,11,35.660937499999996,139.719375,0
108,4,12,35.660937499999996,139.723125,0
109,4,13,35.660937499999996,139.72687500000004,0
110,4,14,35.660937499999996,139.73062500000003,0
111,4,15,35.660937499999996,139.73437500000003,0
112,4,16,35.660937499999996,139.73812500000003,0
113,4,17,35.660937499999996,139.74187500000002,0
114,4,18,35.660937499999996,139.74562500000002,0
115,4,19,35.660937499999996,139.74937500000001,0
116,4,20,35.660937499999996,139.753125,0
117,4,21,35.660937499999996,139.756875,0
118,4,22,35.660937499999996,139.76062500000003,0
119,4,23,35.660937499999996,139.76437500000003,0
120,4,24,35.660937499999996,139.76812500000003,0
121,4,25,35.660937499999996,139.77187500000002,0
122,4,26,35.660937499999996,139.77562500000002,0
123,4,27,35.660937499999996,139.77937500000002,0
124,4,28,35.660937499999996,139.783125,0
125,4,29,35.660937499999996,139.78687500000004,0
126,4,30,35.660937499999996,139.79062500000003,0
127,4,31,35.660937499999996,139.79437500000003,0
128,4,32,35.660937499999996,139.79812500000003,0
129,5,1,35.6640625,139.68187500000002,0
130,5,2,35.6640625,139.68562500000002,0
131,5,3,35.6640625,139.689375,0
132,5,4,35.6640625,139.693125,0
133,5,5,35.6640625,139.696875,0
134,5,6,35.6640625,139.70062500000003,0
135,5,7,35.6640625,139.70437500000003,0
136,5,8,35.6640625,139.70812500000002,0
137,5,9,35.6640625,139.71187500000002,0
138,5,10,35.6640625,139.71562500000002,0
139,5,11,35.6640625,139.719375,0
140,5,12,35.6640625,139.723125,0
141,5,13,35.6640625,139.72687500000004,0
142,5,14,35.6640625,139.73062500000003,0
143,5,15,35.6640625,139.73437500000003,0
144,5,16,35.6640625,139.73812500000003,0
145,5,17,35.6640625,139.74187500000002,0
146,5,18,35.6640625,139.74562500000002,0
147,5,19,35.6640625,139.74937500000001,1
148,5,20,35.6640625,139.753125,0
149,5,21,35.6640625,139.756875,0
150,5,22,35.6640625,139.76062500000003,1
