user_id,time_id,reg_id
1,1,*
1,2,103
1,3,*
1,4,*
1,5,*
1,6,*
1,7,*
1,8,*
1,9,*
1,10,506
1,11,*
1,12,862
1,13,*
1,14,602
1,15,*
1,16,427
1,17,*
1,18,791
1,19,*
1,20,*
1,21,843
1,22,843
1,23,*
1,24,719
1,25,719
1,26,688
1,27,*
1,28,*
1,29,*
1,30,596
1,31,*
1,32,*
1,33,566
1,34,567
1,35,506
2,1,*
2,2,152
2,3,118
2,4,*
2,5,52
2,6,506
2,7,538
2,8,*
2,9,602
2,10,*
2,11,*
2,12,634
2,13,*
2,14,*
2,15,*
2,16,*
2,17,732
2,18,*
2,19,*
2,20,*
2,21,*
2,22,702
2,23,*
2,24,703
2,25,164
2,26,*
2,27,*
2,28,199
2,29,*
2,30,*
2,31,203
2,32,236
2,33,237
2,34,270
2,35,271
3,1,508
3,2,*
3,3,*
3,4,507
3,5,*
3,6,*
3,7,506
3,8,*
3,9,505
3,10,505
3,11,504
3,12,504
3,13,536
3,14,*
3,15,*
3,16,535
3,17,*
3,18,596
3,19,817
3,20,481
3,21,*
3,22,454
3,23,*
3,24,182
3,25,*
3,26,*
3,27,479
3,28,478
3,29,*
3,30,477
3,31,*
3,32,476
3,33,475
3,34,*
3,35,474
4,1,444
4,2,*
4,3,444
4,4,477
4,5,509
4,6,*
4,7,*
4,8,509
4,9,542
4,10,*
4,11,542
4,12,542
4,13,542
4,14,574
4,15,*
4,16,*
4,17,*
4,18,*
4,19,*
4,20,842
4,21,841
4,22,809
4,23,777
4,24,*
4,25,*
4,26,713
4,27,681
4,28,649
4,29,*
4,30,520
4,31,*
4,32,456
4,33,*
4,34,423
4,35,390
5,1,670
5,2,*
5,3,*
5,4,*
5,5,*
5,6,*
5,7,*
5,8,601
5,9,599
5,10,*
5,11,*
5,12,598
5,13,597
5,14,*
5,15,*
5,16,562
5,17,*
5,18,561
5,19,561
5,20,528
5,21,*
5,22,*
5,23,695
5,24,695
5,25,*
5,26,*
5,27,*
5,28,*
5,29,695
5,30,695
5,31,*
5,32,695
5,33,695
5,34,*
5,35,695
6,1,530
6,2,756
6,3,*
6,4,*
6,5,*
6,6,756
6,7,*
6,8,756
6,9,*
6,10,*
6,11,756
6,12,*
6,13,756
6,14,756
6,15,756
6,16,*
6,17,*
6,18,756
6,19,756
6,20,756
6,21,756
6,22,*
6,23,*
6,24,786
6,25,918
6,26,63
6,27,63
6,28,95
6,29,94
6,30,*
6,31,*
6,32,157
6,33,156
6,34,218
6,35,283
7,1,*
7,2,36
7,3,*
7,4,*
7,5,*
7,6,71
7,7,*
7,8,71
7,9,71
7,10,*
7,11,*
7,12,*
7,13,*
7,14,264
7,15,*
7,16,423
7,17,584
7,18,681
7,19,776
7,20,745
7,21,*
7,22,133
