user_id,time,reg_id
1,2013/07/01 22:20:21,427
1,2013/07/01 22:50:21,738
1,2013/07/01 23:20:21,257
1,2013/07/07 00:00:00,308
1,2013/07/07 01:15:11,149
1,2013/10/07 00:00:00,92
1,2013/10/07 02:05:49,189
1,2013/10/07 02:35:49,352
1,2013/10/07 03:05:49,405
1,2013/10/07 03:35:50,550
1,2013/10/07 04:05:50,428
1,2013/10/07 04:35:51,701
1,2013/10/07 05:05:51,207
1,2013/10/07 05:35:52,899
1,2013/10/07 06:05:52,26
1,2013/10/07 06:35:52,685
1,2013/10/07 07:05:53,426
1,2013/10/07 07:35:53,571
1,2013/10/07 08:05:54,142
1,2013/10/07 08:35:54,201
1,2013/10/07 09:05:55,820
1,2013/10/07 09:35:55,992
1,2013/10/07 10:05:56,319
1,2013/10/07 10:35:56,709
1,2013/10/07 11:05:56,898
1,2013/10/07 11:35:57,916
1,2013/10/07 12:05:57,85
1,2013/10/07 12:35:58,38
1,2013/10/07 13:05:58,172
1,2013/10/07 13:35:59,900
1,2013/10/07 14:05:59,99
1,2013/10/07 14:35:59,430
1,2013/10/07 15:10:00,981
1,2013/10/07 15:40:00,546
1,2013/10/07 16:55:01,708
2,2013/10/07 13:05:55,321
2,2013/10/07 13:35:57,702
2,2013/10/07 14:05:59,855
2,2013/10/07 15:35:59,17
2,2013/10/07 16:05:59,768
2,2013/10/13 00:00:00,1013
2,2013/12/16 01:10:17,766
2,2013/12/16 01:40:17,286
2,2013/12/16 02:10:17,808
2,2013/12/16 02:40:17,104
2,2013/12/16 03:10:17,458
2,2013/12/16 03:40:17,931
2,2013/12/16 04:10:17,300
2,2013/12/16 04:40:17,294
2,2013/12/16 05:10:17,131
2,2013/12/16 05:40:17,18
2,2013/12/16 06:10:17,695
2,2013/12/16 06:40:17,216
2,2013/12/16 07:10:17,271
2,2013/12/16 07:40:17,503
2,2013/12/16 08:10:17,53
2,2013/12/16 08:40:17,588
2,2013/12/16 09:10:17,148
2,2013/12/16 09:40:17,603
2,2013/12/16 10:10:17,717
2,2013/12/16 10:40:17,103
2,2013/12/16 11:10:17,423
2,2013/12/16 11:40:18,711
2,2013/12/16 12:10:18,424
2,2013/12/16 12:40:18,49
2,2013/12/16 13:10:18,548
2,2013/12/16 13:40:18,680
2,2013/12/16 14:10:18,527
2,2013/12/16 14:40:18,968
2,2013/12/16 15:10:18,600
3,2013/07/07 18:40:08,925
3,2013/07/07 19:10:09,139
3,2013/07/07 19:40:10,141
3,2013/07/07 20:10:11,827
3,2013/07/07 20:40:11,406
3,2013/07/07 21:10:12,167
3,2013/07/07 21:40:13,950
3,2013/07/07 23:05:14,354
3,2013/10/07 13:40:06,769
3,2013/10/07 14:10:08,743
3,2013/10/07 14:40:09,905
3,2013/10/07 16:00:11,638
3,2013/10/07 16:30:12,769
3,2013/12/22 00:20:44,357
3,2013/12/22 00:50:47,275
3,2013/12/22 02:05:49,918
3,2013/12/22 02:35:51,437
3,2013/12/22 03:05:53,988
3,2013/12/22 03:35:55,679
3,2013/12/22 04:05:57,636
3,2013/12/22 04:35:59,115
3,2013/12/22 05:10:01,973
3,2013/12/22 05:40:03,459
3,2013/12/22 06:10:05,592
3,2013/12/22 06:40:07,416
3,2013/12/22 07:10:09,241
3,2013/12/22 07:40:11,925
3,2013/12/22 08:10:13,587
3,2013/12/22 08:40:15,1
3,2013/12/22 09:10:17,632
3,2013/12/22 09:40:19,333
3,2013/12/22 10:10:21,539
3,2013/12/22 10:40:23,908
3,2013/12/22 11:10:25,364
3,2013/12/22 11:40:27,931
4,2013/07/01 18:40:35,638
4,2013/07/01 19:10:36,14
4,2013/07/01 19:40:38,952
4,2013/07/01 20:10:39,707
4,2013/07/01 20:40:40,1022
4,2013/07/01 21:10:41,175
4,2013/07/01 23:00:42,138
4,2013/10/07 00:00:00,955
4,2013/10/07 01:35:51,713
4,2013/10/07 02:05:51,65
4,2013/10/07 02:35:52,773
4,2013/10/07 03:05:52,771
4,2013/10/07 03:35:53,946
4,2013/10/07 04:05:54,728
4,2013/10/07 04:35:54,125
4,2013/10/07 05:05:55,18
4,2013/10/07 05:35:56,25
4,2013/10/07 06:05:56,27
4,2013/10/07 06:35:57,250
4,2013/10/07 07:05:58,881
4,2013/10/07 07:35:58,550
4,2013/10/07 08:05:59,565
4,2013/10/07 08:40:00,862
4,2013/10/07 09:10:00,125
4,2013/10/07 09:40:01,284
4,2013/10/07 10:10:02,600
4,2013/10/07 10:40:02,993
4,2013/10/07 11:10:03,574
4,2013/10/07 11:40:04,17
4,2013/10/07 12:10:04,820
4,2013/10/07 12:40:05,237
4,2013/10/07 13:10:05,827
4,2013/10/07 13:40:06,397
4,2013/10/07 14:10:07,885
4,2013/10/07 14:40:07,765
5,2013/10/07 18:35:42,569
5,2013/10/07 19:05:42,138
5,2013/10/07 19:35:42,59
5,2013/10/07 20:05:42,122
5,2013/10/07 20:35:42,43
5,2013/10/07 21:05:43,108
5,2013/10/07 21:35:43,229
5,2013/10/07 22:05:43,730
5,2013/10/07 22:35:43,573
5,2013/10/13 00:00:00,11
5,2013/10/13 01:35:35,72
5,2013/10/13 02:05:36,991
5,2013/10/13 02:35:37,580
5,2013/10/13 03:05:38,206
5,2013/10/13 03:35:39,257
5,2013/10/13 04:05:40,762
5,2013/10/13 04:35:41,198
5,2013/10/13 05:05:41,594
5,2013/10/13 05:35:42,994
5,2013/10/13 06:05:43,867
5,2013/10/13 06:35:44,244
5,2013/10/13 07:05:45,504
5,2013/10/13 07:35:46,634
5,2013/10/13 08:05:47,849
5,2013/10/13 08:35:48,159
5,2013/10/13 09:05:49,17
5,2013/10/13 09:35:50,70
5,2013/10/13 10:05:51,497
5,2013/10/13 10:35:52,620
5,2013/10/13 11:05:53,581
5,2013/10/13 11:35:54,323
5,2013/10/13 12:05:55,1013
5,2013/10/13 12:35:56,592
5,2013/10/13 13:05:57,388
5,2013/10/13 13:35:58,563
6,2013/10/07 17:35:06,763
6,2013/10/07 18:05:07,684
6,2013/10/07 18:35:09,270
6,2013/10/07 19:05:10,66
6,2013/10/07 19:35:11,377
6,2013/10/07 20:05:12,644
6,2013/10/07 20:35:13,213
6,2013/10/07 21:05:38,771
6,2013/10/07 23:10:44,66
6,2013/12/16 00:00:00,265
6,2013/12/22 00:00:00,824
6,2013/12/22 01:05:58,197
6,2013/12/22 01:35:59,655
6,2013/12/22 02:10:01,537
6,2013/12/22 02:40:02,947
6,2013/12/22 03:10:03,269
6,2013/12/22 03:40:05,65
6,2013/12/22 04:10:06,753
6,2013/12/22 04:40:07,791
6,2013/12/22 05:10:09,930
6,2013/12/22 05:40:10,955
6,2013/12/22 06:10:11,12
6,2013/12/22 06:40:13,239
6,2013/12/22 07:10:14,631
6,2013/12/22 07:40:15,972
6,2013/12/22 08:10:17,973
6,2013/12/22 08:40:18,570
6,2013/12/22 09:10:20,938
6,2013/12/22 09:40:21,657
6,2013/12/22 10:10:22,399
6,2013/12/22 10:40:24,497
6,2013/12/22 11:10:25,619
6,2013/12/22 11:40:26,562
6,2013/12/22 12:10:28,949
6,2013/12/22 12:40:29,941
7,2013/07/07 15:00:13,403
7,2013/07/07 15:30:15,987
7,2013/07/07 16:00:16,176
7,2013/07/07 16:30:17,127
7,2013/07/07 17:10:12,136
7,2013/07/07 17:40:15,517
7,2013/07/07 18:20:15,20
7,2013/07/07 18:50:17,971
7,2013/07/07 21:15:17,847
7,2013/10/07 00:00:00,13
7,2013/10/13 00:00:00,180
7,2013/10/13 03:05:17,339
7,2013/10/13 03:35:17,133
7,2013/10/13 04:05:18,829
7,2013/10/13 04:35:18,352
7,2013/10/13 05:05:19,963
7,2013/10/13 05:35:19,596
7,2013/10/13 06:05:20,900
7,2013/10/13 06:35:20,865
7,2013/10/13 07:05:21,927
7,2013/10/13 07:35:22,470
7,2013/10/13 08:05:22,559
7,2013/10/13 08:35:23,818
7,2013/10/13 09:05:23,292
7,2013/10/13 09:35:24,502
7,2013/10/13 10:05:24,613
7,2013/10/13 10:35:25,14
7,2013/10/13 11:05:25,608
7,2013/12/16 06:10:18,444
7,2013/12/16 06:40:19,827
7,2013/12/16 07:10:20,322
7,2013/12/16 07:40:21,915
7,2013/12/16 08:10:22,592
7,2013/12/16 08:40:23,187
7,2013/12/16 09:10:25,807
8,2013/07/07 12:05:46,626
8,2013/07/07 12:35:49,53
8,2013/07/07 13:05:52,429
8,2013/07/07 13:40:17,694
8,2013/07/07 15:05:42,941
8,2013/07/07 15:35:50,557
8,2013/07/07 16:05:59,1001
8,2013/07/07 18:00:07,385
8,2013/07/07 19:55:22,998
8,2013/07/07 20:25:22,619
8,2013/10/07 00:00:00,849
8,2013/10/07 01:40:12,588
8,2013/10/07 02:10:14,643
8,2013/10/13 00:00:00,291
8,2013/10/13 01:05:23,600
8,2013/10/13 01:35:24,767
8,2013/10/13 02:05:25,879
8,2013/10/13 02:35:27,772
8,2013/10/13 03:05:28,714
8,2013/10/13 03:35:29,885
8,2013/10/13 04:05:31,329
8,2013/10/13 04:35:32,686
8,2013/10/13 05:05:33,460
8,2013/10/13 05:35:35,390
8,2013/10/13 06:05:36,419
8,2013/10/13 06:35:38,410
8,2013/10/13 07:05:39,323
8,2013/10/13 07:35:40,636
