user_id,time,reg_id
1,2013/07/01 22:20:21,390
1,2013/07/01 22:50:21,452
1,2013/07/01 23:20:21,257
1,2013/07/07 00:00:00,791
1,2013/07/07 01:15:11,32
1,2013/10/07 00:00:00,841
1,2013/10/07 02:05:49,841
1,2013/10/07 02:35:49,841
1,2013/10/07 03:05:49,842
1,2013/10/07 03:35:50,80
1,2013/10/07 04:05:50,843
1,2013/10/07 04:35:51,380
1,2013/10/07 05:05:51,813
1,2013/10/07 05:35:52,774
1,2013/10/07 06:05:52,782
1,2013/10/07 06:35:52,349
1,2013/10/07 07:05:53,719
1,2013/10/07 07:35:53,121
1,2013/10/07 08:05:54,688
1,2013/10/07 08:35:54,688
1,2013/10/07 09:05:55,616
1,2013/10/07 09:35:55,960
1,2013/10/07 10:05:56,626
1,2013/10/07 10:35:56,394
1,2013/10/07 11:05:56,772
1,2013/10/07 11:35:57,809
1,2013/10/07 12:05:57,597
1,2013/10/07 12:35:58,598
1,2013/10/07 13:05:58,566
1,2013/10/07 13:35:59,775
1,2013/10/07 14:05:59,535
1,2013/10/07 14:35:59,536
1,2013/10/07 15:10:00,938
1,2013/10/07 15:40:00,69
1,2013/10/07 16:55:01,393
2,2013/10/07 13:05:55,702
2,2013/10/07 13:35:57,382
2,2013/10/07 14:05:59,685
2,2013/10/07 15:35:59,703
2,2013/10/07 16:05:59,512
2,2013/10/13 00:00:00,1002
2,2013/12/16 01:10:17,509
2,2013/12/16 01:40:17,161
2,2013/12/16 02:10:17,593
2,2013/12/16 02:40:17,162
2,2013/12/16 03:10:17,163
2,2013/12/16 03:40:17,838
2,2013/12/16 04:10:17,164
2,2013/12/16 04:40:17,165
2,2013/12/16 05:10:17,165
2,2013/12/16 05:40:17,166
2,2013/12/16 06:10:17,368
2,2013/12/16 06:40:17,199
2,2013/12/16 07:10:17,167
2,2013/12/16 07:40:17,168
2,2013/12/16 08:10:17,168
2,2013/12/16 08:40:17,152
2,2013/12/16 09:10:17,169
2,2013/12/16 09:40:17,184
2,2013/12/16 10:10:17,410
2,2013/12/16 10:40:17,202
2,2013/12/16 11:10:17,203
2,2013/12/16 11:40:18,399
2,2013/12/16 12:10:18,236
2,2013/12/16 12:40:18,237
2,2013/12/16 13:10:18,74
2,2013/12/16 13:40:18,337
2,2013/12/16 14:10:18,31
2,2013/12/16 14:40:18,911
2,2013/12/16 15:10:18,178
3,2013/07/07 18:40:08,827
3,2013/07/07 19:10:09,597
3,2013/07/07 19:40:10,597
3,2013/07/07 20:10:11,631
3,2013/07/07 20:40:11,596
3,2013/07/07 21:10:12,596
3,2013/07/07 21:40:13,876
3,2013/07/07 23:05:14,817
3,2013/10/07 13:40:06,515
3,2013/10/07 14:10:08,464
3,2013/10/07 14:40:09,786
3,2013/10/07 16:00:11,254
3,2013/10/07 16:30:12,515
3,2013/12/22 00:20:44,182
3,2013/12/22 00:50:47,475
3,2013/12/22 02:05:49,812
3,2013/12/22 02:35:51,479
3,2013/12/22 03:05:53,953
3,2013/12/22 03:35:55,335
3,2013/12/22 04:05:57,250
3,2013/12/22 04:35:59,478
3,2013/12/22 05:10:01,921
3,2013/12/22 05:40:03,477
3,2013/12/22 06:10:05,161
3,2013/12/22 06:40:07,477
3,2013/12/22 07:10:09,476
3,2013/12/22 07:40:11,827
3,2013/12/22 08:10:13,151
3,2013/12/22 08:40:15,476
3,2013/12/22 09:10:17,240
3,2013/12/22 09:40:19,475
3,2013/12/22 10:10:21,56
3,2013/12/22 10:40:23,791
3,2013/12/22 11:10:25,474
3,2013/12/22 11:40:27,837
4,2013/07/01 18:40:35,253
4,2013/07/01 19:10:36,575
4,2013/07/01 19:40:38,880
4,2013/07/01 20:10:39,391
4,2013/07/01 20:40:40,1019
4,2013/07/01 21:10:41,607
4,2013/07/01 23:00:42,602
4,2013/10/07 00:00:00,887
4,2013/10/07 01:35:51,403
4,2013/10/07 02:05:51,875
4,2013/10/07 02:35:52,523
4,2013/10/07 03:05:52,520
4,2013/10/07 03:35:53,867
4,2013/10/07 04:05:54,433
4,2013/10/07 04:35:54,777
4,2013/10/07 05:05:55,777
4,2013/10/07 05:35:56,745
4,2013/10/07 06:05:56,713
4,2013/10/07 06:35:57,713
4,2013/10/07 07:05:58,738
4,2013/10/07 07:35:58,80
4,2013/10/07 08:05:59,109
4,2013/10/07 08:40:00,701
4,2013/10/07 09:10:00,584
4,2013/10/07 09:40:01,584
4,2013/10/07 10:10:02,176
4,2013/10/07 10:40:02,962
4,2013/10/07 11:10:03,126
4,2013/10/07 11:40:04,488
4,2013/10/07 12:10:04,617
4,2013/10/07 12:40:05,424
4,2013/10/07 13:10:05,630
4,2013/10/07 13:40:06,391
4,2013/10/07 14:10:07,745
4,2013/10/07 14:40:07,507
5,2013/10/07 18:35:42,116
5,2013/10/07 19:05:42,562
5,2013/10/07 19:35:42,561
5,2013/10/07 20:05:42,561
5,2013/10/07 20:35:42,561
5,2013/10/07 21:05:43,528
5,2013/10/07 21:35:43,528
5,2013/10/07 22:05:43,436
5,2013/10/07 22:35:43,123
5,2013/10/13 00:00:00,695
5,2013/10/13 01:35:35,695
5,2013/10/13 02:05:36,958
5,2013/10/13 02:35:37,140
5,2013/10/13 03:05:38,695
5,2013/10/13 03:35:39,695
5,2013/10/13 04:05:40,499
5,2013/10/13 04:35:41,695
5,2013/10/13 05:05:41,167
5,2013/10/13 05:35:42,963
5,2013/10/13 06:05:43,711
5,2013/10/13 06:35:44,695
5,2013/10/13 07:05:45,695
5,2013/10/13 07:35:46,246
5,2013/10/13 08:05:47,674
5,2013/10/13 08:35:48,695
5,2013/10/13 09:05:49,695
5,2013/10/13 09:35:50,695
5,2013/10/13 10:05:51,695
5,2013/10/13 10:35:52,218
5,2013/10/13 11:05:53,142
5,2013/10/13 11:35:54,695
5,2013/10/13 12:05:55,1001
5,2013/10/13 12:35:56,164
