user_id,time,reg_id
1,2013/07/01 22:20:21,*
1,2013/07/01 22:50:21,323 324 355 356
1,2013/07/01 23:20:21,*
1,2013/07/07 00:00:00,*
1,2013/07/07 01:15:11,*
1,2013/10/07 00:00:00,*
1,2013/10/07 02:05:49,*
1,2013/10/07 02:35:49,*
1,2013/10/07 03:05:49,*
1,2013/10/07 03:35:50,843 844 875 876
1,2013/10/07 04:05:50,*
1,2013/10/07 04:35:51,779 780 811 812
1,2013/10/07 05:05:51,*
1,2013/10/07 05:35:52,781 782 813 814
1,2013/10/07 06:05:52,*
1,2013/10/07 06:35:52,717 718 749 750
1,2013/10/07 07:05:53,*
1,2013/10/07 07:35:53,719 720 751 752
1,2013/10/07 08:05:54,*
1,2013/10/07 08:35:54,*
1,2013/10/07 09:05:55,657 658 689 690
1,2013/10/07 09:35:55,593 594 625 626
1,2013/10/07 10:05:56,*
1,2013/10/07 10:35:56,595 596 627 628
1,2013/10/07 11:05:56,595 596 627 628
1,2013/10/07 11:35:57,595 596 627 628
1,2013/10/07 12:05:57,*
1,2013/10/07 12:35:58,*
1,2013/10/07 13:05:58,*
1,2013/10/07 13:35:59,535 536 567 568
1,2013/10/07 14:05:59,*
1,2013/10/07 14:35:59,*
1,2013/10/07 15:10:00,473 474 505 506
1,2013/10/07 15:40:00,473 474 505 506
1,2013/10/07 16:55:01,473 474 505 506
2,2013/10/07 13:05:55,*
2,2013/10/07 13:35:57,671 672 703 704
2,2013/10/07 14:05:59,671 672 703 704
2,2013/10/07 15:35:59,*
2,2013/10/07 16:05:59,671 672 703 704
2,2013/10/13 00:00:00,141 142 173 174
2,2013/12/16 01:10:17,129 130 161 162
2,2013/12/16 01:40:17,*
2,2013/12/16 02:10:17,129 130 161 162
2,2013/12/16 02:40:17,*
2,2013/12/16 03:10:17,*
2,2013/12/16 03:40:17,131 132 163 164
2,2013/12/16 04:10:17,*
2,2013/12/16 04:40:17,*
2,2013/12/16 05:10:17,*
2,2013/12/16 05:40:17,*
2,2013/12/16 06:10:17,197 198 229 230
2,2013/12/16 06:40:17,*
2,2013/12/16 07:10:17,*
2,2013/12/16 07:40:17,*
2,2013/12/16 08:10:17,*
2,2013/12/16 08:40:17,137 138 169 170
2,2013/12/16 09:10:17,*
2,2013/12/16 09:40:17,137 138 169 170
2,2013/12/16 10:10:17,201 202 233 234
2,2013/12/16 10:40:17,*
2,2013/12/16 11:10:17,*
2,2013/12/16 11:40:18,203 204 235 236
2,2013/12/16 12:10:18,*
2,2013/12/16 12:40:18,*
2,2013/12/16 13:10:18,205 206 237 238
2,2013/12/16 13:40:18,205 206 237 238
2,2013/12/16 14:10:18,269 270 301 302
2,2013/12/16 14:40:18,271 272 303 304
2,2013/12/16 15:10:18,271 272 303 304
3,2013/07/07 18:40:08,597 598 629 630
3,2013/07/07 19:10:09,*
3,2013/07/07 19:40:10,*
3,2013/07/07 20:10:11,597 598 629 630
3,2013/07/07 20:40:11,*
3,2013/07/07 21:10:12,*
3,2013/07/07 21:40:13,595 596 627 628
3,2013/07/07 23:05:14,*
3,2013/10/07 13:40:06,449 450 481 482
3,2013/10/07 14:10:08,451 452 483 484
3,2013/10/07 14:40:09,389 390 421 422
3,2013/10/07 16:00:11,453 454 485 486
3,2013/10/07 16:30:12,323 324 355 356
3,2013/12/22 00:20:44,*
3,2013/12/22 00:50:47,*
3,2013/12/22 02:05:49,479 480 511 512
3,2013/12/22 02:35:51,*
3,2013/12/22 03:05:53,479 480 511 512
3,2013/12/22 03:35:55,477 478 509 510
3,2013/12/22 04:05:57,477 478 509 510
3,2013/12/22 04:35:59,*
3,2013/12/22 05:10:01,477 478 509 510
3,2013/12/22 05:40:03,*
3,2013/12/22 06:10:05,477 478 509 510
3,2013/12/22 06:40:07,*
3,2013/12/22 07:10:09,*
3,2013/12/22 07:40:11,475 476 507 508
3,2013/12/22 08:10:13,475 476 507 508
3,2013/12/22 08:40:15,*
3,2013/12/22 09:10:17,475 476 507 508
3,2013/12/22 09:40:19,*
3,2013/12/22 10:10:21,475 476 507 508
3,2013/12/22 10:40:23,475 476 507 508
3,2013/12/22 11:10:25,*
3,2013/12/22 11:40:27,473 474 505 506
4,2013/07/01 18:40:35,543 544 575 576
4,2013/07/01 19:10:36,*
4,2013/07/01 19:40:38,543 544 575 576
4,2013/07/01 20:10:39,607 608 639 640
4,2013/07/01 20:40:40,607 608 639 640
4,2013/07/01 21:10:41,*
4,2013/07/01 23:00:42,*
4,2013/10/07 00:00:00,843 844 875 876
4,2013/10/07 01:35:51,843 844 875 876
4,2013/10/07 02:05:51,*
4,2013/10/07 02:35:52,841 842 873 874
4,2013/10/07 03:05:52,841 842 873 874
4,2013/10/07 03:35:53,841 842 873 874
4,2013/10/07 04:05:54,777 778 809 810
4,2013/10/07 04:35:54,*
4,2013/10/07 05:05:55,*
4,2013/10/07 05:35:56,*
4,2013/10/07 06:05:56,*
4,2013/10/07 06:35:57,*
4,2013/10/07 07:05:58,649 650 681 682
4,2013/10/07 07:35:58,649 650 681 682
4,2013/10/07 08:05:59,649 650 681 682
4,2013/10/07 08:40:00,583 584 615 616
4,2013/10/07 09:10:00,*
4,2013/10/07 09:40:01,*
4,2013/10/07 10:10:02,519 520 551 552
4,2013/10/07 10:40:02,519 520 551 552
4,2013/10/07 11:10:03,519 520 551 552
4,2013/10/07 11:40:04,*
4,2013/10/07 12:10:04,455 456 487 488
4,2013/10/07 12:40:05,*
4,2013/10/07 13:10:05,391 392 423 424
4,2013/10/07 13:40:06,*
4,2013/10/07 14:10:07,389 390 421 422
4,2013/10/07 14:40:07,389 390 421 422
5,2013/10/07 18:35:42,529 530 561 562
5,2013/10/07 19:05:42,*
5,2013/10/07 19:35:42,*
5,2013/10/07 20:05:42,*
5,2013/10/07 20:35:42,*
5,2013/10/07 21:05:43,*
5,2013/10/07 21:35:43,*
5,2013/10/07 22:05:43,527 528 559 560
5,2013/10/07 22:35:43,527 528 559 560
5,2013/10/13 00:00:00,*
5,2013/10/13 01:35:35,*
5,2013/10/13 02:05:36,663 664 695 696
5,2013/10/13 02:35:37,663 664 695 696
5,2013/10/13 03:05:38,*
5,2013/10/13 03:35:39,*
5,2013/10/13 04:05:40,663 664 695 696
5,2013/10/13 04:35:41,*
5,2013/10/13 05:05:41,663 664 695 696
5,2013/10/13 05:35:42,663 664 695 696
5,2013/10/13 06:05:43,663 664 695 696
5,2013/10/13 06:35:44,*
5,2013/10/13 07:05:45,*
5,2013/10/13 07:35:46,663 664 695 696
5,2013/10/13 08:05:47,663 664 695 696
5,2013/10/13 08:35:48,*
5,2013/10/13 09:05:49,*
5,2013/10/13 09:35:50,*
5,2013/10/13 10:05:51,*
5,2013/10/13 10:35:52,663 664 695 696
5,2013/10/13 11:05:53,663 664 695 696
5,2013/10/13 11:35:54,*
5,2013/10/13 12:05:55,663 664 695 696
5,2013/10/13 12:35:56,663 664 695 696
5,2013/10/13 13:05:57,*
5,2013/10/13 13:35:58,663 664 695 696
6,2013/10/07 17:35:06,723 724 755 756
6,2013/10/07 18:05:07,723 724 755 756
6,2013/10/07 18:35:09,*
6,2013/10/07 19:05:10,*
6,2013/10/07 19:35:11,*
6,2013/10/07 20:05:12,723 724 755 756
6,2013/10/07 20:35:13,*
6,2013/10/07 21:05:38,723 724 755 756
6,2013/10/07 23:10:44,*
6,2013/12/16 00:00:00,*
6,2013/12/22 00:00:00,31 32 63 64
6,2013/12/22 01:05:58,*
6,2013/12/22 01:35:59,31 32 63 64
6,2013/12/22 02:10:01,95 96 127 128
6,2013/12/22 02:40:02,95 96 127 128
6,2013/12/22 03:10:03,*
6,2013/12/22 03:40:05,*
6,2013/12/22 04:10:06,93 94 125 126
6,2013/12/22 04:40:07,93 94 125 126
6,2013/12/22 05:10:09,93 94 125 126
6,2013/12/22 05:40:10,157 158 189 190
6,2013/12/22 06:10:11,*
6,2013/12/22 06:40:13,*
6,2013/12/22 07:10:14,155 156 187 188
6,2013/12/22 07:40:15,155 156 187 188
6,2013/12/22 08:10:17,155 156 187 188
6,2013/12/22 08:40:18,219 220 251 252
6,2013/12/22 09:10:20,219 220 251 252
6,2013/12/22 09:40:21,217 218 249 250
6,2013/12/22 10:10:22,*
6,2013/12/22 10:40:24,*
6,2013/12/22 11:10:25,217 218 249 250
6,2013/12/22 11:40:26,217 218 249 250
6,2013/12/22 12:10:28,283 284 315 316
6,2013/12/22 12:40:29,283 284 315 316
7,2013/07/07 15:00:13,*
7,2013/07/07 15:30:15,713 714 745 746
7,2013/07/07 16:00:16,*
7,2013/07/07 16:30:17,*
7,2013/07/07 17:10:12,*
7,2013/07/07 17:40:15,133 134 165 166
7,2013/07/07 18:20:15,*
7,2013/07/07 18:50:17,69 70 101 102
7,2013/07/07 21:15:17,3 4 35 36
7,2013/10/07 00:00:00,*
7,2013/10/13 00:00:00,*
7,2013/10/13 03:05:17,*
7,2013/10/13 03:35:17,*
7,2013/10/13 04:05:18,131 132 163 164
7,2013/10/13 04:35:18,*
7,2013/10/13 05:05:19,131 132 163 164
7,2013/10/13 05:35:19,131 132 163 164
7,2013/10/13 06:05:20,131 132 163 164
7,2013/10/13 06:35:20,67 68 99 100
7,2013/10/13 07:05:21,67 68 99 100
7,2013/10/13 07:35:22,*
7,2013/10/13 08:05:22,65 66 97 98
7,2013/10/13 08:35:23,129 130 161 162
7,2013/10/13 09:05:23,*
7,2013/10/13 09:35:24,*
7,2013/10/13 10:05:24,129 130 161 162
7,2013/10/13 10:35:25,*
7,2013/10/13 11:05:25,129 130 161 162
7,2013/12/16 06:10:18,*
7,2013/12/16 06:40:19,3 4 35 36
7,2013/12/16 07:10:20,*
7,2013/12/16 07:40:21,131 132 163 164
7,2013/12/16 08:10:22,131 132 163 164
7,2013/12/16 08:40:23,*
7,2013/12/16 09:10:25,259 260 291 292
8,2013/07/07 12:05:46,841 842 873 874
8,2013/07/07 12:35:49,*
8,2013/07/07 13:05:52,*
8,2013/07/07 13:40:17,779 780 811 812
8,2013/07/07 15:05:42,779 780 811 812
8,2013/07/07 15:35:50,*
8,2013/07/07 16:05:59,267 268 299 300
8,2013/07/07 18:00:07,*
8,2013/07/07 19:55:22,407 408 439 440
8,2013/07/07 20:25:22,3 4 35 36
8,2013/10/07 00:00:00,389 390 421 422
8,2013/10/07 01:40:12,389 390 421 422
8,2013/10/07 02:10:14,451 452 483 484
8,2013/10/13 00:00:00,*
8,2013/10/13 01:05:23,775 776 807 808
8,2013/10/13 01:35:24,775 776 807 808
8,2013/10/13 02:05:25,775 776 807 808
8,2013/10/13 02:35:27,775 776 807 808
8,2013/10/13 03:05:28,773 774 805 806
8,2013/10/13 03:35:29,773 774 805 806
8,2013/10/13 04:05:31,*
8,2013/10/13 04:35:32,707 708 739 740
8,2013/10/13 05:05:33,*
8,2013/10/13 05:35:35,*
8,2013/10/13 06:05:36,*
8,2013/10/13 06:35:38,*
8,2013/10/13 07:05:39,*
8,2013/10/13 07:35:40,769 770 801 802
8,2013/12/16 00:00:00,*
8,2013/12/22 00:00:00,89 90 121 122
8,2013/12/22 20:05:53,89 90 121 122
8,2013/12/22 20:35:53,*
8,2013/12/22 21:05:53,*
8,2013/12/22 21:35:53,*
8,2013/12/22 22:05:53,81 82 113 114
9,2013/07/07 06:05:10,839 840 871 872
9,2013/07/07 06:35:10,839 840 871 872
9,2013/07/07 07:05:11,903 904 935 936
9,2013/07/07 07:35:12,*
9,2013/07/07 08:05:13,*
9,2013/07/07 08:35:14,903 904 935 936
9,2013/07/07 09:05:15,903 904 935 936
9,2013/07/07 09:35:16,903 904 935 936
9,2013/07/07 10:05:17,903 904 935 936
9,2013/07/07 10:35:18,903 904 935 936
9,2013/07/07 11:05:18,903 904 935 936
9,2013/07/07 11:35:19,903 904 935 936
9,2013/07/07 12:05:20,903 904 935 936
9,2013/07/07 12:35:21,*
9,2013/07/07 13:05:22,*
9,2013/07/07 13:35:23,*
9,2013/07/07 14:05:24,*
9,2013/07/07 14:35:25,*
9,2013/07/07 15:05:26,841 842 873 874
9,2013/07/07 15:35:26,*
9,2013/07/07 16:05:27,841 842 873 874
9,2013/07/07 16:35:28,841 842 873 874
9,2013/07/07 17:05:29,841 842 873 874
9,2013/07/07 17:35:30,841 842 873 874
9,2013/07/07 18:05:31,*
9,2013/07/07 18:35:32,*
9,2013/07/07 19:05:33,*
9,2013/07/07 19:35:34,*
9,2013/07/07 20:05:34,777 778 809 810
9,2013/07/07 20:35:35,*
9,2013/07/07 21:25:41,777 778 809 810
9,2013/07/07 22:00:22,777 778 809 810
9,2013/10/07 00:00:00,*
9,2013/10/07 01:40:04,*
9,2013/10/07 02:10:06,*
10,2013/12/22 00:00:00,*
10,2013/12/22 01:05:17,847 848 879 880
10,2013/12/22 01:35:17,*
10,2013/12/22 02:05:18,*
10,2013/12/22 02:35:19,721 722 753 754
10,2013/12/22 03:05:20,*
10,2013/12/22 03:35:20,723 724 755 756
10,2013/12/22 04:05:21,*
10,2013/12/22 04:35:22,*
10,2013/12/22 05:05:23,595 596 627 628
10,2013/12/22 05:35:23,*
10,2013/12/22 06:05:24,*
10,2013/12/22 06:35:25,529 530 561 562
10,2013/12/22 07:05:26,531 532 563 564
10,2013/12/22 07:35:26,467 468 499 500
10,2013/12/22 08:05:27,*
10,2013/12/22 08:35:28,401 402 433 434
10,2013/12/22 09:05:29,*
10,2013/12/22 09:35:29,337 338 369 370
10,2013/12/22 10:05:30,337 338 369 370
10,2013/12/22 10:35:31,*
10,2013/12/22 11:05:32,*
10,2013/12/22 11:35:32,209 210 241 242
10,2013/12/22 12:05:33,209 210 241 242
10,2013/12/22 12:35:34,143 144 175 176
10,2013/12/22 13:05:35,143 144 175 176
10,2013/12/22 13:35:40,141 142 173 174
10,2013/12/22 15:15:08,79 80 111 112
10,2013/12/22 15:45:08,79 80 111 112
10,2013/12/22 16:15:08,*
10,2013/12/22 16:45:08,79 80 111 112
10,2013/12/22 17:15:09,79 80 111 112
10,2013/12/22 17:45:09,79 80 111 112
10,2013/12/22 18:15:09,79 80 111 112
10,2013/12/22 18:45:10,*
11,2013/12/16 18:15:56,393 394 425 426
11,2013/12/16 18:45:57,391 392 423 424
11,2013/12/16 19:15:58,*
11,2013/12/16 19:45:59,*
11,2013/12/16 20:20:00,323 324 355 356
11,2013/12/16 20:50:01,*
11,2013/12/22 00:00:00,149 150 181 182
11,2013/12/22 00:30:38,*
11,2013/12/22 01:45:54,389 390 421 422
11,2013/12/22 02:15:54,389 390 421 422
11,2013/12/22 02:45:55,*
11,2013/12/22 03:15:56,*
11,2013/12/22 03:45:56,389 390 421 422
11,2013/12/22 04:15:57,389 390 421 422
11,2013/12/22 04:45:58,389 390 421 422
11,2013/12/22 05:15:58,389 390 421 422
11,2013/12/22 05:45:59,389 390 421 422
11,2013/12/22 06:20:00,389 390 421 422
11,2013/12/22 06:50:00,389 390 421 422
11,2013/12/22 07:20:01,*
11,2013/12/22 07:50:02,*
11,2013/12/22 08:20:02,*
11,2013/12/22 08:50:03,*
11,2013/12/22 09:20:04,389 390 421 422
11,2013/12/22 09:50:04,*
11,2013/12/22 10:20:05,*
11,2013/12/22 12:10:06,389 390 421 422
11,2013/12/22 12:40:07,391 392 423 424
11,2013/12/22 13:10:09,395 396 427 428
11,2013/12/22 13:40:11,*
11,2013/12/22 14:10:12,*
11,2013/12/22 14:40:14,467 468 499 500
11,2013/12/22 15:10:16,471 472 503 504
11,2013/12/22 15:40:17,*
11,2013/12/22 16:10:41,*
12,2013/07/07 13:55:29,*
12,2013/07/07 15:00:16,731 732 763 764
12,2013/07/07 15:30:39,*
12,2013/07/07 16:05:07,*
12,2013/07/07 17:40:08,473 474 505 506
12,2013/07/07 18:10:08,*
12,2013/07/07 18:40:08,535 536 567 568
12,2013/07/07 19:10:08,*
12,2013/07/07 19:40:08,*
12,2013/07/07 20:10:08,531 532 563 564
12,2013/07/07 20:40:08,529 530 561 562
12,2013/07/07 21:10:08,*
12,2013/07/07 21:40:08,591 592 623 624
12,2013/07/07 22:10:08,591 592 623 624
12,2013/07/07 22:40:08,589 590 621 622
12,2013/07/07 23:10:08,587 588 619 620
12,2013/07/07 23:40:08,587 588 619 620
12,2013/10/13 00:00:00,*
12,2013/12/22 00:00:00,595 596 627 628
12,2013/12/22 01:05:51,*
12,2013/12/22 01:35:53,595 596 627 628
12,2013/12/22 02:05:55,*
12,2013/12/22 02:35:57,*
12,2013/12/22 03:05:59,*
12,2013/12/22 03:40:02,*
12,2013/12/22 04:10:04,*
12,2013/12/22 04:40:06,533 534 565 566
12,2013/12/22 05:10:08,533 534 565 566
12,2013/12/22 05:40:10,535 536 567 568
12,2013/12/22 06:10:12,535 536 567 568
12,2013/12/22 06:40:14,*
12,2013/12/22 07:10:17,535 536 567 568
12,2013/12/22 07:40:19,*
12,2013/12/22 08:10:21,471 472 503 504
12,2013/12/22 08:40:23,471 472 503 504
13,2013/07/07 18:40:07,*
13,2013/07/07 19:10:08,*
13,2013/07/07 19:40:09,*
13,2013/07/07 20:10:10,*
13,2013/07/07 20:40:11,*
13,2013/07/07 21:10:13,*
13,2013/07/07 21:40:14,*
13,2013/07/07 22:10:15,473 474 505 506
13,2013/07/07 22:40:16,*
13,2013/07/07 23:10:34,661 662 693 694
13,2013/10/07 00:00:00,*
13,2013/10/07 01:45:27,*
13,2013/10/07 02:15:31,*
13,2013/10/07 02:45:34,*
13,2013/10/07 03:15:38,669 670 701 702
13,2013/10/07 03:45:42,*
13,2013/10/07 04:15:45,669 670 701 702
13,2013/10/07 04:45:49,*
13,2013/10/07 05:15:53,669 670 701 702
13,2013/10/07 05:45:56,*
13,2013/10/07 06:20:00,669 670 701 702
13,2013/10/07 06:50:04,*
13,2013/10/07 07:20:08,669 670 701 702
13,2013/10/07 07:50:12,*
13,2013/10/07 11:00:37,605 606 637 638
13,2013/10/07 11:35:07,83 84 115 116
13,2013/10/07 16:15:45,19 20 51 52
13,2013/10/07 16:45:46,85 86 117 118
13,2013/10/07 17:15:47,*
13,2013/10/07 17:45:48,*
13,2013/10/07 18:15:49,*
13,2013/10/07 18:45:50,473 474 505 506
13,2013/10/07 19:15:51,601 602 633 634
13,2013/10/07 19:50:33,601 602 633 634
13,2013/10/07 21:40:11,671 672 703 704
14,2013/10/13 13:50:46,199 200 231 232
14,2013/10/13 14:20:47,135 136 167 168
14,2013/10/13 14:50:49,*
14,2013/10/13 15:20:50,*
14,2013/10/13 15:50:52,*
14,2013/10/13 17:00:00,*
14,2013/10/13 17:30:04,137 138 169 170
14,2013/10/13 18:00:07,*
14,2013/10/13 20:10:09,*
14,2013/10/13 20:40:09,137 138 169 170
14,2013/10/13 21:10:09,*
14,2013/10/13 21:40:09,71 72 103 104
14,2013/10/13 22:10:09,*
14,2013/10/13 22:40:09,3 4 35 36
14,2013/10/13 23:10:09,*
14,2013/10/13 23:40:09,65 66 97 98
14,2013/12/16 00:00:00,*
14,2013/12/16 01:50:11,*
14,2013/12/16 02:20:11,453 454 485 486
14,2013/12/16 02:50:12,453 454 485 486
14,2013/12/16 03:20:12,*
14,2013/12/16 03:50:13,453 454 485 486
14,2013/12/16 04:20:14,453 454 485 486
14,2013/12/16 04:50:14,*
14,2013/12/16 05:20:15,453 454 485 486
14,2013/12/16 05:50:15,*
14,2013/12/16 06:20:16,453 454 485 486
14,2013/12/16 06:50:17,389 390 421 422
14,2013/12/16 07:20:17,389 390 421 422
14,2013/12/16 07:50:18,*
14,2013/12/16 08:20:18,389 390 421 422
14,2013/12/16 08:50:19,*
14,2013/12/16 09:20:20,*
14,2013/12/16 09:50:20,389 390 421 422
14,2013/12/16 10:20:21,*
15,2013/12/16 14:15:07,477 478 509 510
15,2013/12/16 14:45:08,477 478 509 510
15,2013/12/16 15:15:09,*
15,2013/12/16 15:45:10,*
15,2013/12/16 16:15:11,*
15,2013/12/16 16:45:12,473 474 505 506
15,2013/12/16 17:15:14,471 472 503 504
15,2013/12/16 17:45:15,471 472 503 504
15,2013/12/16 18:15:16,471 472 503 504
15,2013/12/16 20:05:17,*
15,2013/12/22 00:00:00,*
15,2013/12/22 01:40:21,*
15,2013/12/22 02:10:21,*
15,2013/12/22 02:40:21,*
15,2013/12/22 03:10:22,391 392 423 424
15,2013/12/22 03:40:22,*
15,2013/12/22 04:10:23,393 394 425 426
15,2013/12/22 04:40:23,*
15,2013/12/22 05:10:24,395 396 427 428
15,2013/12/22 05:40:24,*
15,2013/12/22 06:10:25,395 396 427 428
15,2013/12/22 06:40:25,*
15,2013/12/22 07:10:25,*
15,2013/12/22 07:40:26,*
15,2013/12/22 08:10:26,399 400 431 432
15,2013/12/22 08:40:27,*
15,2013/12/22 09:10:27,465 466 497 498
15,2013/12/22 09:40:28,*
15,2013/12/22 10:10:28,467 468 499 500
15,2013/12/22 10:40:29,469 470 501 502
15,2013/12/22 11:10:29,469 470 501 502
15,2013/12/22 11:40:30,471 472 503 504
15,2013/12/22 12:10:30,471 472 503 504
15,2013/12/22 12:40:30,473 474 505 506
15,2013/12/22 13:10:31,473 474 505 506
16,2013/12/22 04:10:45,*
16,2013/12/22 04:40:46,*
16,2013/12/22 05:10:47,*
16,2013/12/22 05:40:48,*
16,2013/12/22 06:10:49,*
16,2013/12/22 06:40:50,413 414 445 446
