user_id,time_id,reg_id
1,1,993
1,2,128
1,3,530
1,4,1016
1,5,993
1,6,993
1,7,1024
1,8,832
1,9,993
1,10,1024
1,11,32
1,12,995
1,13,32
1,14,768
1,15,1024
1,16,1024
1,17,32
1,18,11
1,19,1
1,20,1024
1,21,704
1,22,993
1,23,1024
1,24,192
1,25,1003
1,26,960
1,27,1015
1,28,647
1,29,289
1,30,1
1,31,1024
1,32,8
1,33,1024
1,34,1
1,35,32
2,1,32
2,2,1024
2,3,517
2,4,32
2,5,20
2,6,32
2,7,26
2,8,1004
2,9,993
2,10,1
2,11,1024
2,12,993
2,13,996
2,14,32
2,15,736
2,16,996
2,17,32
2,18,32
2,19,1024
2,20,1
2,21,1024
2,22,32
2,23,1024
2,24,32
2,25,1
2,26,204
2,27,352
2,28,32
2,29,1
2,30,864
2,31,1
2,32,166
2,33,21
2,34,28
2,35,32
3,1,298
3,2,704
3,3,640
3,4,1024
3,5,438
3,6,1024
3,7,164
3,8,1017
3,9,1024
3,10,32
3,11,1019
3,12,1
3,13,699
3,14,1024
3,15,1
3,16,993
3,17,1
3,18,1
3,19,3
3,20,992
3,21,1
3,22,70
3,23,993
3,24,1024
3,25,1
3,26,862
3,27,23
3,28,32
3,29,544
3,30,1
3,31,32
3,32,32
3,33,993
3,34,1
3,35,32
4,1,993
4,2,960
4,3,1024
4,4,1024
4,5,352
4,6,1024
4,7,1024
4,8,993
4,9,1
4,10,32
4,11,929
4,12,32
4,13,641
4,14,768
4,15,993
4,16,993
4,17,235
4,18,32
4,19,1024
4,20,1
4,21,864
4,22,993
4,23,1
4,24,1
4,25,993
4,26,9
4,27,11
4,28,31
4,29,1
4,30,993
4,31,993
4,32,1
4,33,96
4,34,1013
4,35,993
5,1,32
5,2,14
5,3,1020
5,4,129
5,5,1
5,6,257
5,7,1
5,8,914
5,9,877
5,10,544
5,11,32
5,12,1
5,13,1024
5,14,997
5,15,1
5,16,32
5,17,1009
5,18,1024
5,19,14
5,20,1009
5,21,993
5,22,1017
5,23,513
5,24,1024
5,25,97
5,26,1024
5,27,1024
5,28,504
5,29,993
5,30,32
5,31,32
5,32,32
5,33,1024
5,34,6
5,35,442
6,1,28
6,2,1010
6,3,1
6,4,32
6,5,32
6,6,1006
6,7,32
6,8,448
6,9,704
6,10,641
6,11,944
6,12,1024
6,13,992
6,14,32
6,15,76
6,16,993
6,17,704
6,18,1012
6,19,20
6,20,1024
6,21,1024
6,22,978
6,23,1
6,24,993
6,25,769
6,26,32
6,27,512
6,28,993
6,29,1024
6,30,800
6,31,1024
6,32,32
6,33,32
6,34,32
6,35,32
7,1,397
7,2,80
7,3,129
7,4,544
7,5,993
7,6,481
7,7,257
7,8,20
7,9,14
7,10,10
7,11,4
7,12,37
7,13,32
7,14,32
7,15,916
7,16,1023
7,17,32
7,18,1
7,19,128
7,20,1001
7,21,1024
7,22,887
7,23,20
7,24,96
7,25,1
7,26,32
7,27,769
7,28,42
7,29,1
7,30,416
7,31,993
7,32,1
7,33,577
7,34,130
7,35,1
8,1,1
8,2,417
8,3,993
8,4,32
8,5,26
8,6,504
8,7,673
8,8,1
8,9,32
8,10,13
8,11,65
8,12,928
8,13,1
8,14,577
8,15,1
8,16,32
8,17,320
8,18,644
8,19,791
8,20,481
8,21,24
8,22,32
8,23,32
8,24,1
8,25,928
8,26,929
8,27,993
8,28,872
8,29,6
8,30,701
8,31,993
8,32,19
8,33,864
8,34,97
8,35,19
9,1,320
9,2,22
9,3,1
9,4,993
9,5,116
9,6,545
9,7,32
9,8,1
9,9,1009
9,10,9
9,11,32
9,12,4
9,13,11
9,14,19
9,15,1016
9,16,993
9,17,69
9,18,1003
9,19,1023
9,20,1015
9,21,1
9,22,1022
9,23,1024
9,24,1
9,25,993
9,26,993
9,27,1
9,28,1024
9,29,1015
9,30,993
9,31,1024
9,32,1024
9,33,43
9,34,1
9,35,1
10,1,993
10,2,32
10,3,7
10,4,19
10,5,838
10,6,1024
10,7,993
10,8,519
10,9,926
10,10,449
10,11,912
10,12,30
10,13,448
10,14,369
10,15,30
10,16,97
10,17,1024
10,18,1024
10,19,140
10,20,692
10,21,32
10,22,993
10,23,1
10,24,692
10,25,32
10,26,11
10,27,1
10,28,993
10,29,18
10,30,993
10,31,224
10,32,32
10,33,672
10,34,993
10,35,1
11,1,1019
11,2,1
11,3,833
11,4,25
11,5,993
11,6,1003
11,7,993
11,8,32
11,9,31
11,10,13
11,11,993
11,12,1
11,13,417
11,14,155
11,15,1
11,16,321
11,17,25
11,18,1
11,19,32
11,20,328
11,21,403
11,22,993
11,23,576
11,24,32
11,25,994
11,26,481
11,27,32
11,28,545
11,29,993
11,30,993
11,31,1024
11,32,903
11,33,561
11,34,11
11,35,32
12,1,24
12,2,18
12,3,7
12,4,1001
12,5,897
12,6,993
12,7,993
12,8,1
12,9,32
12,10,999
12,11,865
12,12,993
12,13,999
12,14,997
12,15,513
12,16,32
12,17,1
12,18,993
12,19,1007
12,20,14
12,21,672
12,22,192
12,23,20
12,24,996
12,25,1
12,26,1
12,27,11
12,28,993
12,29,878
12,30,1
12,31,1
12,32,1024
12,33,225
12,34,1024
12,35,993
13,1,1016
13,2,993
13,3,19
13,4,1
13,5,65
13,6,32
13,7,1
13,8,993
13,9,32
13,10,1024
13,11,1
13,12,993
13,13,32
13,14,1
13,15,1024
13,16,1024
13,17,715
13,18,274
13,19,854
13,20,6
13,21,1000
13,22,24
13,23,32
13,24,630
13,25,8
13,26,1024
13,27,993
13,28,512
13,29,32
13,30,32
13,31,1024
