user_id,time_id,reg_id
1,1,428
1,2,738
1,3,137
1,4,310
1,5,150
1,6,94
1,7,190
1,8,353
1,9,406
1,10,552
1,11,429
1,12,701
1,13,209
1,14,900
1,15,28
1,16,687
1,17,428
1,18,572
1,19,143
1,20,202
1,21,819
1,22,992
1,23,320
1,24,708
1,25,898
1,26,917
1,27,87
1,28,39
1,29,173
1,30,900
1,31,100
1,32,431
1,33,981
1,34,545
1,35,709
2,1,324
2,2,703
2,3,855
2,4,18
2,5,769
2,6,1013
2,7,767
2,8,287
2,9,809
2,10,105
2,11,458
2,12,931
2,13,300
2,14,294
2,15,133
2,16,19
2,17,695
2,18,216
2,19,271
2,20,503
2,21,54
2,22,587
2,23,150
2,24,603
2,25,717
2,26,104
2,27,424
2,28,712
2,29,425
2,30,51
2,31,549
2,32,680
2,33,528
2,34,968
2,35,601
3,1,926
3,2,140
3,3,142
3,4,827
3,5,407
3,6,169
3,7,950
3,8,356
3,9,769
3,10,744
3,11,905
3,12,639
3,13,769
3,14,357
3,15,276
3,16,918
3,17,438
3,18,988
3,19,679
3,20,637
3,21,117
3,22,973
3,23,461
3,24,593
3,25,417
3,26,242
3,27,926
3,28,588
3,29,2
3,30,632
3,31,334
3,32,540
3,33,908
3,34,365
3,35,931
4,1,639
4,2,16
4,3,952
4,4,708
4,5,1022
4,6,176
4,7,140
4,8,955
4,9,714
4,10,67
4,11,774
4,12,772
4,13,946
4,14,729
4,15,127
4,16,20
4,17,26
4,18,28
4,19,252
4,20,881
4,21,551
4,22,566
4,23,863
4,24,127
4,25,285
4,26,599
4,27,993
4,28,574
4,29,19
4,30,820
4,31,238
4,32,827
4,33,397
4,34,885
4,35,766
5,1,569
5,2,139
5,3,61
5,4,124
5,5,45
5,6,110
5,7,231
5,8,731
5,9,573
5,10,12
5,11,73
5,12,991
5,13,581
5,14,208
5,15,258
5,16,762
5,17,200
5,18,596
5,19,994
5,20,868
5,21,245
5,22,505
5,23,634
5,24,849
5,25,160
5,26,19
5,27,71
5,28,498
5,29,620
5,30,582
5,31,324
5,32,1013
5,33,593
5,34,389
5,35,564
6,1,764
6,2,685
6,3,271
6,4,67
6,5,378
6,6,644
6,7,215
6,8,771
6,9,68
6,10,266
6,11,825
6,12,198
6,13,654
6,14,537
6,15,948
6,16,269
6,17,67
6,18,752
6,19,791
6,20,930
6,21,955
6,22,14
6,23,239
6,24,631
6,25,972
6,26,973
6,27,571
6,28,938
6,29,657
6,30,400
6,31,498
6,32,619
6,33,563
6,34,949
6,35,941
7,1,405
7,2,987
7,3,179
7,4,130
7,5,139
7,6,518
7,7,22
7,8,971
7,9,847
7,10,15
7,11,181
7,12,341
7,13,134
7,14,829
7,15,353
7,16,963
7,17,596
7,18,900
7,19,866
7,20,928
7,21,471
7,22,560
7,23,818
7,24,293
7,25,503
7,26,614
7,27,15
7,28,608
7,29,445
7,30,827
7,31,323
7,32,915
7,33,592
7,34,189
7,35,807
8,1,627
8,2,56
8,3,431
8,4,696
8,5,941
8,6,34
8,7,1001
8,8,386
8,9,998
8,10,620
8,11,849
8,12,588
8,13,643
8,14,292
8,15,600
8,16,768
8,17,879
8,18,773
8,19,715
8,20,886
8,21,331
8,22,687
8,23,462
8,24,391
8,25,420
8,26,411
8,27,324
8,28,636
8,29,440
8,30,998
8,31,694
8,32,203
8,33,437
8,34,352
8,35,817
9,1,902
9,2,926
9,3,679
9,4,277
9,5,259
9,6,876
9,7,541
9,8,822
9,9,587
9,10,751
9,11,532
9,12,789
9,13,582
9,14,476
9,15,350
9,16,69
9,17,386
9,18,81
9,19,1007
9,20,185
9,21,831
9,22,895
9,23,704
9,24,583
9,25,164
9,26,478
9,27,353
9,28,230
9,29,606
9,30,319
9,31,939
9,32,932
9,33,263
9,34,113
9,35,198
10,1,512
10,2,747
10,3,214
10,4,254
10,5,873
10,6,425
10,7,632
10,8,239
10,9,104
10,10,529
10,11,488
10,12,156
10,13,637
10,14,558
10,15,670
10,16,148
10,17,770
