pse_id,user_id
1,929
2,142
3,147
4,152
5,622
6,284
7,919
8,536
9,375
10,489
11,359
12,546
13,268
14,239
15,805
16,968
17,655
18,350
19,936
20,873
21,975
22,84
23,774
24,93
25,300
26,224
27,848
28,993
29,47
30,731
31,301
32,609
33,652
34,905
35,863
36,594
37,425
38,814
39,706
40,481
41,464
42,835
43,594
44,481
45,997
46,16
47,199
48,957
49,620
50,170
51,455
52,392
53,253
54,366
55,58
56,867
57,680
58,506
59,184
60,559
61,242
62,65
63,292
64,344
65,784
66,285
67,129
68,770
69,667
70,482
71,50
72,320
73,462
74,366
75,334
76,856
77,485
78,603
79,821
80,443
81,392
82,574
83,884
84,316
85,913
86,450
87,961
88,336
89,365
90,74
91,287
92,941
93,29
94,551
95,159
96,692
97,221
98,269
99,874
100,180
101,596
102,93
103,139
104,88
105,451
106,129
107,863
108,802
109,832
110,276
111,746
112,313
113,609
114,878
115,671
116,753
117,965
118,827
119,808
120,837
121,634
122,470
123,620
124,976
125,914
126,512
127,412
128,425
129,889
130,832
131,301
132,889
133,158
134,79
135,758
136,856
137,73
138,897
139,213
140,122
141,447
142,514
143,659
144,744
145,135
146,503
147,305
148,479
149,505
150,614
151,274
152,310
153,606
154,706
155,187
156,527
157,386
158,843
159,39
160,320
161,188
162,340
163,863
164,344
165,854
166,674
167,873
168,429
169,585
170,875
171,247
172,739
173,785
174,732
175,425
176,34
177,873
178,573
179,185
180,655
181,347
182,618
183,138
184,643
185,457
186,703
187,181
188,878
189,647
190,231
191,835
192,573
193,644
194,446
195,555
196,359
197,493
198,91
199,886
200,639
201,947
202,614
203,849
204,554
205,779
206,452
207,725
208,976
209,589
210,701
211,406
212,24
213,539
214,954
215,744
216,586
217,952
218,241
219,900
220,933
221,490
222,65
223,42
224,283
225,688
226,766
227,381
228,824
229,131
230,156
231,192
232,988
233,390
234,459
235,317
236,909
237,919
238,183
239,526
240,329
241,794
242,877
243,324
244,405
245,24
246,196
247,301
248,303
249,364
250,210
251,290
252,515
253,625
254,442
255,660
256,27
257,142
258,41
259,70
260,612
261,426
262,230
263,300
264,61
265,969
266,39
267,675
268,494
269,553
270,549
271,576
272,613
273,769
274,353
275,10
276,272
277,113
278,697
279,963
280,988
281,290
282,588
283,776
284,832
285,372
286,747
287,936
288,845
289,662
290,352
291,766
292,24
293,628
294,502
295,423
296,216
297,483
298,81
299,654
300,958
301,252
302,281
303,595
304,346
305,568
306,545
307,49
308,8
309,419
310,208
311,141
312,868
313,216
314,337
315,229
316,715
317,271
318,889
319,487
320,201
321,760
322,707
323,650
324,302
325,600
326,221
327,427
328,905
329,426
330,913
331,960
332,680
333,558
334,24
335,957
336,444
337,908
338,667
339,580
340,588
341,535
342,46
343,115
344,767
345,737
346,90
347,979
348,658
349,848
350,790
351,709
352,400
353,227
354,160
355,993
356,1000
357,968
358,797
359,89
360,523
361,131
362,197
363,654
364,285
365,111
366,347
367,89
368,297
369,550
370,44
371,301
372,628
373,866
374,448
375,623
376,348
377,967
378,759
379,407
380,530
381,518
382,847
383,292
384,501
385,892
386,383
387,305
388,981
389,200
390,618
391,740
392,138
393,504
394,126
395,491
396,393
397,215
398,948
399,12
400,989
401,510
402,115
403,857
404,919
405,255
406,469
407,805
408,182
409,675
410,691
411,797
412,587
413,217
414,504
415,720
416,293
417,361
418,651
419,663
420,482
421,280
422,894
423,268
424,447
425,709
426,540
427,196
428,780
429,64
430,891
431,514
432,268
433,707
434,781
435,749
436,719
437,258
438,669
439,839
440,749
441,953
442,527
443,864
444,46
445,827
446,175
447,104
448,964
449,372
450,716
451,470
452,170
453,73
454,576
455,808
456,757
457,671
458,278
459,575
460,467
461,703
462,607
463,308
464,684
465,233
466,390
467,674
468,560
469,944
470,742
471,312
472,401
473,908
474,571
475,933
476,524
477,359
478,205
479,91
480,239
481,941
482,312
483,284
484,599
485,371
486,195
487,160
488,789
489,880
490,28
491,508
492,843
493,549
494,192
495,5
496,262
497,966
498,447
499,451
500,480
501,61
502,844
503,171
504,663
505,894
506,990
507,90
508,975
509,259
510,469
511,997
512,158
513,793
514,208
515,508
516,403
517,697
518,767
519,695
520,808
521,391
522,525
523,921
524,909
525,451
526,114
527,89
528,786
529,947
530,747
531,989
532,342
533,360
534,247
535,677
536,587
537,738
538,540
539,329
540,418
541,730
542,254
543,578
544,802
545,928
546,90
547,152
548,602
549,561
550,448
551,217
552,707
553,271
554,142
555,492
556,535
557,384
558,951
559,344
560,196
561,232
562,203
563,826
564,984
565,239
566,751
567,981
568,772
569,512
570,992
571,731
572,689
573,774
574,994
575,138
576,461
577,796
578,848
579,177
580,989
581,346
582,581
583,274
584,906
585,856
586,219
587,490
588,496
589,745
590,74
591,29
592,728
593,972
594,744
595,336
596,828
597,417
598,21
599,813
600,366
601,336
602,496
603,691
604,660
605,838
606,49
607,226
608,930
609,179
610,761
611,236
612,504
613,888
614,779
615,972
616,751
617,2
618,388
619,55
620,659
621,806
622,519
623,677
624,914
625,615
626,371
627,582
628,129
629,71
630,556
631,656
632,758
633,937
634,789
635,794
636,915
637,214
638,863
639,122
640,212
641,851
642,771
643,42
644,772
645,417
646,139
647,856
648,365
649,858
650,142
651,380
652,875
653,90
654,481
655,744
656,839
657,146
658,437
659,281
660,504
661,863
662,491
663,170
664,850
665,434
666,630
667,393
668,595
669,834
670,957
671,91
672,426
673,721
674,862
675,417
676,999
677,549
678,644
679,452
680,679
681,137
682,180
683,879
684,574
685,310
686,724
687,577
688,521
689,202
690,917
691,301
692,772
693,812
694,790
695,393
696,323
697,65
698,382
699,770
700,274
701,722
702,174
703,92
704,415
705,778
706,219
707,35
708,531
709,391
710,132
711,91
712,889
713,351
714,555
715,591
716,524
717,336
718,941
719,868
720,59
721,604
722,203
723,37
724,788
725,483
726,564
727,405
728,772
729,375
730,522
731,89
732,446
733,765
734,129
735,886
736,665
737,88
738,527
739,712
740,925
741,843
742,304
743,364
744,591
745,424
746,591
747,293
748,657
749,619
750,419
751,908
752,546
753,222
754,716
755,406
756,122
757,916
758,380
759,239
760,953
761,445
762,173
763,355
764,339
765,136
766,228
767,148
768,921
769,479
770,659
771,348
772,362
773,981
774,724
775,870
776,288
777,272
778,701
779,751
780,895
781,809
782,989
783,298
784,247
785,216
786,516
787,484
788,487
789,751
790,711
791,422
792,997
793,427
794,360
795,393
796,247
797,332
798,435
799,494
800,667
801,849
802,349
803,995
804,386
805,556
806,115
807,825
808,764
809,481
810,794
811,229
812,501
813,347
814,88
815,348
816,293
817,45
818,657
819,986
820,324
821,34
822,287
823,741
824,135
825,554
826,940
827,779
828,328
829,268
830,155
831,792
832,595
833,90
834,541
835,836
836,18
837,170
838,47
839,256
840,932
841,605
842,356
843,28
844,858
845,216
846,965
847,297
848,144
849,853
850,429
851,93
852,653
853,246
854,143
855,98
856,564
857,921
858,818
859,288
860,400
861,413
862,410
863,720
864,474
865,297
866,877
867,138
868,349
869,323
870,425
871,775
872,742
873,841
874,653
875,342
876,902
877,703
878,589
879,702
880,383
881,50
882,286
883,436
884,405
885,965
886,10
887,498
888,405
889,170
890,469
891,790
892,283
893,893
894,681
895,395
896,826
897,992
898,195
899,523
900,64
901,615
902,322
903,916
904,488
905,217
906,932
907,15
908,44
909,204
910,738
911,972
912,620
913,247
914,256
915,481
916,503
917,827
918,918
919,4
920,973
921,236
922,300
923,877
924,731
925,356
926,555
927,135
928,366
929,691
930,1
931,401
932,970
933,449
934,777
935,648
936,806
937,656
938,580
939,577
940,977
941,418
942,775
943,556
944,263
945,546
946,684
947,513
948,478
949,816
950,805
951,699
952,948
953,474
954,281
955,807
956,256
957,916
958,1000
959,350
960,672
961,290
962,421
963,694
964,958
965,995
966,479
967,488
968,449
969,861
970,298
971,745
972,479
973,224
974,942
975,166
976,750
977,589
978,462
979,15
980,859
981,768
982,380
983,635
984,769
985,481
986,1
987,767
988,782
989,240
990,840
991,143
992,956
993,722
994,801
995,896
996,873
997,517
998,236
999,381
1000,263
