pse_id,user_id
1,417
2,291
3,562
4,86
5,903
6,402
7,796
8,56
9,892
10,34
11,680
12,484
13,91
14,351
15,750
16,570
17,750
18,172
19,245
20,95
21,155
22,901
23,23
24,783
25,547
26,186
27,441
28,472
29,995
30,774
31,487
32,776
33,732
34,675
35,425
36,910
37,329
38,732
39,276
40,292
41,558
42,717
43,278
44,190
45,179
46,848
47,237
48,726
49,48
50,578
51,34
52,367
53,881
54,735
55,179
56,241
57,349
58,840
59,917
60,933
61,132
62,982
63,887
64,942
65,155
66,488
67,562
68,816
69,575
70,684
71,895
72,478
73,776
74,503
75,806
76,775
77,972
78,762
79,221
80,614
81,12
82,402
83,887
84,394
85,872
86,550
87,27
88,512
89,93
90,296
91,668
92,56
93,262
94,347
95,597
96,734
97,467
98,318
99,683
100,245
101,234
102,697
103,409
104,101
105,437
106,588
107,220
108,155
109,461
110,581
111,565
112,680
113,1000
114,994
115,481
116,230
117,3
118,275
119,431
120,890
121,796
122,936
123,442
124,606
125,511
126,186
127,372
128,752
129,1000
130,166
131,868
132,926
133,522
134,718
135,246
136,540
137,654
138,233
139,155
140,753
141,848
142,467
143,821
144,899
145,786
146,874
147,389
148,236
149,964
150,110
151,72
152,727
153,140
154,291
155,137
156,103
157,712
158,279
159,842
160,774
161,540
162,864
163,747
164,709
165,854
166,463
167,783
168,967
169,918
170,281
171,605
172,762
173,770
174,865
175,138
176,41
177,393
178,146
179,83
180,388
181,825
182,244
183,909
184,528
185,232
186,552
187,80
188,572
189,887
190,16
191,684
192,900
193,734
194,167
195,49
196,443
197,839
198,531
199,940
200,63
201,631
202,883
203,833
204,786
205,919
206,204
207,919
208,718
209,448
210,952
211,120
212,988
213,241
214,634
215,795
216,916
217,190
218,132
219,280
220,993
221,825
222,7
223,189
224,744
225,529
226,747
227,874
228,714
229,562
230,323
231,970
232,7
233,88
234,734
235,137
236,451
237,618
238,407
239,79
240,239
241,118
242,166
243,79
244,419
245,702
246,487
247,308
248,338
249,184
250,743
251,477
252,394
253,604
254,26
255,866
256,798
257,45
258,936
259,859
260,634
261,750
262,117
263,905
264,323
265,915
266,906
267,348
268,565
269,139
270,155
271,924
272,241
273,852
274,657
275,270
276,196
277,34
278,285
279,806
280,155
281,391
282,465
283,835
284,190
285,758
286,191
287,137
288,587
289,416
290,912
291,350
292,900
293,899
294,97
295,12
296,145
297,922
298,677
299,527
300,655
301,738
302,778
303,690
304,22
305,322
306,624
307,313
308,750
309,784
310,111
311,196
312,229
313,273
314,56
315,381
316,29
317,484
318,214
319,318
320,634
321,238
322,948
323,86
324,868
325,730
326,788
327,177
328,309
329,857
330,85
331,626
332,958
333,347
334,551
335,362
336,652
337,868
338,539
339,625
340,826
341,354
342,639
343,844
344,472
345,875
346,711
347,202
348,880
349,887
350,141
351,441
352,641
353,739
354,274
355,547
356,275
357,537
358,986
359,942
360,867
361,782
362,501
363,936
364,728
365,825
366,171
367,322
368,19
369,858
370,433
371,210
372,335
373,314
374,683
375,586
376,63
377,940
378,72
379,960
380,792
381,648
382,840
383,159
384,16
385,633
386,277
387,844
388,241
389,304
390,347
391,790
392,481
393,133
394,955
395,969
396,333
397,820
398,918
399,711
400,880
401,935
402,207
403,488
404,850
405,749
406,252
407,964
408,151
409,340
410,10
411,470
412,286
413,518
414,461
415,36
416,890
417,190
418,196
419,213
420,877
421,763
422,94
423,405
424,215
425,547
426,387
427,463
428,328
429,582
430,608
431,709
432,840
433,359
434,690
435,435
436,922
437,65
438,275
439,86
440,430
441,684
442,597
443,594
444,16
445,694
446,401
447,910
448,721
449,748
450,572
451,574
452,636
453,913
454,258
455,700
456,452
457,930
458,182
459,3
460,224
461,532
462,175
463,179
464,820
465,788
466,642
467,887
468,608
469,341
470,381
471,397
472,458
473,16
474,157
475,698
476,193
477,397
478,7
479,81
480,254
481,676
482,8
483,155
484,165
485,275
486,626
487,45
488,232
489,705
490,287
491,367
492,141
493,710
494,657
495,59
496,37
497,50
498,464
499,316
500,768
501,997
502,256
503,382
504,995
505,560
506,28
507,852
508,296
509,536
510,763
511,965
512,128
513,980
514,605
515,691
516,231
517,275
518,971
519,592
520,7
521,670
522,337
523,958
524,691
525,138
526,857
527,430
528,132
529,383
530,29
531,588
532,703
533,866
534,92
535,345
536,969
537,948
538,74
539,954
540,60
541,486
542,756
543,651
544,598
545,190
546,463
547,391
548,150
549,602
550,709
551,673
552,921
553,259
554,878
555,392
556,465
557,399
558,935
559,310
560,182
561,413
562,608
563,157
564,196
565,404
566,850
567,463
568,288
569,84
570,962
571,78
572,581
573,693
574,581
575,934
576,679
577,840
578,762
579,743
580,779
581,599
582,606
583,7
584,108
585,604
586,960
587,975
588,481
589,940
590,705
591,475
592,707
593,4
594,321
595,21
596,16
597,808
598,599
599,178
600,834
601,618
602,527
603,719
604,668
605,424
606,651
607,722
608,988
609,377
610,225
611,660
612,589
613,262
614,804
615,79
616,275
617,986
618,370
619,541
620,276
621,267
622,790
623,917
624,147
625,409
626,637
627,7
628,957
629,79
630,912
631,42
632,358
633,880
634,868
635,597
636,904
637,795
638,971
639,605
640,437
641,192
642,622
643,513
644,835
645,338
646,680
647,905
648,785
649,647
650,627
651,603
652,491
653,278
654,42
655,714
656,232
657,218
658,802
659,555
660,699
661,161
662,703
663,466
664,561
665,278
666,988
667,423
668,662
669,68
670,442
671,539
672,347
673,95
674,551
675,197
676,709
677,948
678,884
679,624
680,755
681,873
682,190
683,334
684,578
685,18
686,887
687,836
688,15
689,143
690,383
691,413
692,143
693,113
694,223
695,639
696,133
697,49
698,245
699,472
700,902
701,534
702,239
703,79
704,76
705,640
706,7
707,923
708,302
709,47
710,795
711,603
712,383
713,318
714,798
715,777
716,554
717,486
718,219
719,7
720,778
721,275
722,884
723,104
724,752
725,523
726,645
727,541
728,73
729,584
730,647
731,155
732,195
733,671
734,4
735,178
736,784
737,60
738,664
739,723
740,722
741,933
742,471
743,126
744,620
745,851
746,330
747,143
748,540
749,860
750,666
751,158
752,21
753,627
754,618
755,453
756,783
757,768
758,677
759,169
760,335
761,645
762,986
763,831
764,181
765,461
766,571
767,467
768,722
769,530
770,59
771,773
772,7
773,648
774,865
775,965
776,35
777,456
778,774
779,897
780,602
781,272
782,634
783,9
784,780
785,349
786,454
787,429
788,363
789,783
790,582
791,628
792,897
793,196
794,449
795,713
796,735
797,935
798,149
799,676
800,343
801,467
802,555
803,825
804,951
805,383
806,545
807,670
808,518
809,232
810,2
811,233
812,423
813,210
814,788
815,626
816,226
817,470
818,653
819,658
820,767
821,166
822,395
823,648
824,527
825,1
826,55
827,410
828,822
829,85
830,994
831,685
832,585
833,88
834,5
835,633
836,576
837,59
838,237
839,7
840,430
841,305
842,901
843,751
844,394
845,283
846,922
847,18
848,807
849,783
850,18
851,864
852,588
853,286
854,721
855,322
856,215
857,12
858,821
859,86
860,662
861,388
862,620
863,802
864,172
865,700
866,600
867,971
868,836
869,785
870,74
871,127
872,450
873,873
874,887
875,524
876,620
877,524
878,34
879,342
880,515
881,880
882,650
883,618
884,94
885,528
886,389
887,342
888,224
889,636
890,491
891,863
892,37
893,259
894,767
895,509
896,817
897,555
898,764
899,49
900,358
901,705
902,867
903,39
904,244
905,637
906,609
907,103
908,997
909,832
910,651
911,487
912,19
913,541
914,825
915,439
916,861
917,649
918,430
919,640
920,645
921,42
922,684
923,430
924,420
925,682
926,278
927,60
928,701
929,501
930,56
931,333
932,934
933,162
934,560
935,377
936,386
937,929
938,775
939,426
940,350
941,720
942,351
943,707
944,676
945,435
946,458
947,805
948,525
949,731
950,3
951,110
952,737
953,479
954,112
955,431
956,114
957,547
958,299
959,749
960,543
961,875
962,252
963,171
964,285
965,789
966,645
967,45
968,885
969,946
970,60
971,374
972,391
973,280
974,560
975,417
976,581
977,750
978,571
979,377
980,880
981,724
982,682
983,259
984,29
985,646
986,682
987,305
988,826
989,196
990,368
991,809
992,829
993,464
994,611
995,241
996,394
997,39
998,579
999,947
1000,603
